,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,rec.1,rec.2,rec.4,rec.4,K194.3,K194.4,lsPrk.3,lsPrk.4,time_s
10,0.08164,0.07408,0.08296,0.084,0.0975,0.09112,0.052000000000000005,0.059860000000000003,0.07802,0.07442,0.07505999999999999,0.08494,0.06866,0.10597999999999999,0.06294,0.05242,0.09418,0.08802,0.07288,0.08546000000000001,0.0804,0.09524,0.05086,0.05284,0.08842,0.08886,0.07048,0.07608,0.0662,0.082,0.0501,0.05732,0.09294,0.08984,0.0732,0.0776,0.07464,0.08502000000000001,0.05619999999999999,0.05636,0.09778,0.09836,0.0889,0.09414,0.07358,0.08874,0.053959999999999994,0.05286,0.0873,0.08934,0.06744,0.10053999999999999,0.07552,0.07638,0.05092,0.0646,0.09176000000000002,0.10146,0.07309999999999998,0.07608,0.082,0.08908,0.053500000000000006,0.05878,0.08394,0.07456,0.08336,0.08074,0.06786,0.0945,0.05586,0.06502000000000001,0.07648,0.08940000000000001,0.07970000000000001,0.08182,0.09209999999999999,0.09456,0.06282,0.07186000000000001,0.0736,0.07306,0.06876,0.08570000000000001,0.07744,0.10164,0.05898,0.06268,0.09028,0.07852,0.08380000000000001,0.08050000000000002,0.10504,0.11778,0.06514,0.06694,18977.295
11,0.0787,0.06502,0.08098,0.07976,0.08786000000000001,0.08815999999999999,0.05172,0.06018,0.06952,0.08592,0.07830000000000001,0.09176,0.06908,0.1095,0.06316,0.05114,0.08616,0.07688,0.0799,0.09462,0.08426,0.0926,0.0506,0.053059999999999996,0.09954,0.08022,0.07406,0.09731999999999999,0.06870000000000001,0.08004,0.05027999999999999,0.056459999999999996,0.10588,0.11095999999999999,0.08326,0.09337999999999999,0.08206,0.095,0.0563,0.05784,0.10406,0.09478,0.09474,0.09454,0.0758,0.08650000000000001,0.05412,0.055479999999999995,0.10268,0.08942,0.06808,0.09296,0.08104,0.08406,0.0506,0.0672,0.09381999999999999,0.093,0.06512,0.09966,0.076,0.09081999999999998,0.05369999999999999,0.062380000000000005,0.09676,0.08385999999999999,0.07762,0.10268000000000002,0.07796,0.0935,0.05790000000000001,0.06278,0.0785,0.09237999999999999,0.08622,0.09834,0.07588,0.0766,0.06422,0.06556,0.085,0.07549999999999998,0.07854,0.09218000000000001,0.07239999999999999,0.08304,0.0586,0.06044000000000001,0.08876,0.08194,0.07468,0.08318,0.08038,0.08697999999999999,0.06622,0.06766,20875.269
12,0.08238,0.06398,0.07886000000000001,0.07114,0.0995,0.09058,0.05174000000000001,0.06033999999999999,0.07318000000000001,0.0779,0.08092,0.07832,0.07604,0.11674,0.06334,0.0529,0.10403999999999998,0.10085999999999999,0.07858,0.08792,0.09333999999999998,0.09196000000000001,0.0505,0.05244000000000001,0.10044,0.09008,0.07276,0.08537999999999998,0.078,0.08082,0.04990000000000001,0.05639999999999999,0.1035,0.09836,0.07680000000000001,0.08460000000000001,0.0746,0.09572,0.05626,0.0578,0.10815999999999999,0.10399999999999998,0.09148,0.08896,0.08602,0.08016,0.05258,0.05308,0.09406,0.08166,0.07562,0.09366,0.08302,0.0819,0.051160000000000004,0.06658,0.09272,0.1076,0.06677999999999999,0.09020000000000002,0.0816,0.11168,0.055720000000000006,0.06114000000000001,0.09187999999999999,0.09315999999999999,0.08388000000000001,0.09414000000000002,0.06736,0.08549999999999999,0.058199999999999995,0.06458,0.07261999999999999,0.097,0.07252,0.07174,0.06934,0.0929,0.06516000000000001,0.06538,0.08134000000000001,0.07428,0.07880000000000001,0.06816,0.07364,0.1004,0.05943999999999999,0.06298,0.09738,0.08180000000000001,0.07544000000000001,0.0763,0.08516000000000001,0.10832,0.06808,0.07266,22773.093
13,0.08696000000000001,0.06776,0.0807,0.08814,0.11648,0.11126,0.0516,0.06046,0.07443999999999999,0.08430000000000001,0.0699,0.07818,0.07849999999999999,0.10314000000000001,0.06376000000000001,0.05188,0.09259999999999999,0.08358,0.0802,0.10074000000000001,0.08878,0.08262,0.05058,0.05222,0.10939999999999998,0.08582,0.07837999999999999,0.08804000000000001,0.07751999999999999,0.07568,0.049999999999999996,0.05586,0.10291999999999998,0.0985,0.07587999999999999,0.09214000000000001,0.07702,0.08648,0.05656,0.05841999999999999,0.11924000000000001,0.10224,0.09372,0.07386,0.07727999999999999,0.09736,0.05332,0.0534,0.11286,0.0986,0.07987999999999999,0.09208,0.09254,0.08406,0.0512,0.06484,0.11076,0.10816,0.07102,0.079,0.08070000000000001,0.10506,0.055959999999999996,0.06248,0.08980000000000002,0.09440000000000001,0.07311999999999999,0.08253999999999999,0.07168,0.0769,0.05726,0.06649999999999999,0.07104,0.09552,0.06982,0.06820000000000001,0.0776,0.07246,0.06287999999999999,0.0662,0.08176,0.08464,0.07221999999999999,0.07834,0.07128,0.0884,0.058499999999999996,0.06262000000000001,0.09144,0.08132,0.08304,0.08516000000000001,0.10524,0.0966,0.0637,0.0692,24670.929
14,0.09265999999999999,0.07084,0.0898,0.08954,0.10686,0.11566000000000001,0.05162,0.06108,0.0785,0.08028,0.06999999999999999,0.07509999999999999,0.06622,0.10238,0.06405999999999999,0.05254000000000001,0.0829,0.08872,0.07052,0.08608000000000002,0.09136,0.0854,0.050760000000000007,0.05214,0.08093999999999998,0.09126000000000001,0.07561999999999999,0.08588000000000001,0.08204,0.06864,0.049980000000000004,0.055720000000000006,0.09328,0.10542,0.08564000000000001,0.0885,0.08066,0.08212,0.056400000000000006,0.05746,0.0865,0.0995,0.09078,0.09222,0.09354,0.09618,0.05412,0.055299999999999995,0.10114000000000001,0.10995999999999999,0.08082,0.08674000000000001,0.08738,0.09948,0.052759999999999994,0.0642,0.10458,0.10051999999999998,0.0758,0.081,0.08113999999999999,0.08188,0.056440000000000004,0.0612,0.10371999999999999,0.09741999999999999,0.08045999999999999,0.10900000000000001,0.08146,0.08694,0.056080000000000005,0.06418,0.08449999999999999,0.09606,0.06838,0.0796,0.08952,0.08514,0.06584,0.0697,0.08839999999999999,0.07668,0.07446,0.07004,0.07884000000000001,0.09628,0.057580000000000006,0.06517999999999999,0.09064,0.08393999999999999,0.07772,0.07566,0.10636000000000001,0.09188,0.06523999999999999,0.07138,26568.733
15,0.09475999999999998,0.07133999999999999,0.09945999999999999,0.08568,0.13994,0.10672,0.05197999999999999,0.061020000000000005,0.08118,0.08046,0.07054,0.07976,0.06304,0.12014,0.06445999999999999,0.052559999999999996,0.07972,0.07478,0.07038,0.08074,0.09594,0.09487999999999999,0.05074000000000001,0.0526,0.09286000000000001,0.11110000000000002,0.09024,0.07120000000000001,0.08388,0.08041999999999999,0.05023999999999999,0.05538,0.09124000000000002,0.10071999999999999,0.09074,0.09368000000000001,0.08198000000000001,0.08186,0.0566,0.05724,0.09304,0.1014,0.11028,0.09906,0.08395999999999999,0.09872,0.05399999999999999,0.054580000000000004,0.08186,0.10284,0.08574,0.1041,0.09382,0.09673999999999998,0.05284,0.0639,0.10096000000000001,0.11512,0.07649999999999998,0.09065999999999999,0.09424,0.09340000000000001,0.057479999999999996,0.06018,0.1035,0.09430000000000002,0.07468,0.09572,0.08758,0.08996000000000001,0.055220000000000005,0.06284000000000001,0.08049999999999999,0.10072,0.07036,0.07968,0.08344,0.09047999999999999,0.06586,0.07067999999999999,0.08262,0.07715999999999999,0.08304,0.07896,0.07343999999999999,0.08388,0.060759999999999995,0.06843999999999999,0.09174,0.09014,0.07375999999999999,0.08115999999999998,0.09616,0.12448000000000001,0.06606000000000001,0.06921999999999999,28466.528
16,0.09524,0.08018,0.09541999999999999,0.08844,0.1262,0.11022000000000001,0.052259999999999994,0.06304,0.08694,0.07987999999999999,0.07144,0.07218,0.06717999999999999,0.11402000000000001,0.06452,0.05386,0.08961999999999999,0.07908,0.07067999999999999,0.08398,0.08962,0.09726000000000001,0.050960000000000005,0.052700000000000004,0.09112,0.10904,0.08662,0.07818,0.0725,0.07158,0.05044,0.05406,0.08615999999999999,0.11006,0.10064,0.084,0.07777999999999999,0.09694,0.05714,0.057940000000000005,0.09146000000000001,0.11134,0.0963,0.10076,0.08998,0.08881999999999998,0.05434,0.05162,0.08422,0.10484,0.07977999999999999,0.09678,0.09931999999999999,0.09706000000000001,0.051960000000000006,0.06652,0.09025999999999999,0.11601999999999998,0.07405999999999999,0.08217999999999999,0.08496000000000001,0.09301999999999998,0.057819999999999996,0.06137999999999999,0.10238,0.10773999999999999,0.0797,0.07966,0.06566,0.08036,0.05700000000000001,0.05886,0.07792000000000002,0.09448000000000001,0.07392000000000001,0.08293999999999999,0.0784,0.08937999999999999,0.06645999999999999,0.07026000000000002,0.1008,0.07498,0.07654000000000001,0.08248,0.08146,0.10588,0.06126,0.06492,0.08686,0.09184,0.07978,0.09118,0.09598,0.12462,0.06708,0.06484,30364.535
17,0.07627999999999999,0.07246,0.10132,0.09804,0.13069999999999998,0.11983999999999999,0.051519999999999996,0.06304000000000001,0.08284,0.07511999999999999,0.07422,0.0814,0.07326,0.12356,0.06514,0.05344,0.09132,0.08303999999999999,0.07034,0.08458,0.08324,0.09732,0.05086,0.053079999999999995,0.0929,0.11544000000000001,0.07574,0.08771999999999999,0.07474,0.07656,0.05038,0.05292,0.10286,0.10482,0.08874000000000001,0.07696,0.07264,0.0863,0.05696,0.05766,0.1146,0.11574,0.10586000000000002,0.10310000000000001,0.08404,0.08900000000000001,0.05458,0.052079999999999994,0.09206,0.11372,0.08637999999999998,0.09638,0.09744,0.08696,0.052500000000000005,0.06394,0.10708000000000002,0.09684000000000001,0.09168000000000001,0.07533999999999999,0.085,0.0982,0.05658,0.05988,0.09997999999999999,0.10386,0.08774000000000001,0.09358,0.07018,0.10036,0.05619999999999999,0.06264,0.09078,0.09978000000000001,0.0718,0.07514000000000001,0.07486,0.07792,0.06788,0.06726,0.08262,0.07720000000000002,0.07606,0.09292,0.07558000000000001,0.11348,0.060880000000000004,0.06674,0.09229999999999998,0.08054,0.08428000000000001,0.08337999999999998,0.13992,0.14016,0.06798,0.06287999999999999,32262.31
18,0.07882,0.07636000000000001,0.10390000000000002,0.09528,0.1238,0.13776,0.05114,0.06377999999999999,0.07786,0.07116,0.07132000000000001,0.06881999999999999,0.07242000000000001,0.1316,0.06455999999999999,0.05336,0.09148,0.09181999999999998,0.0748,0.08918000000000001,0.09182,0.09786,0.050780000000000006,0.05294,0.10333999999999999,0.10103999999999999,0.07125999999999999,0.08346,0.07687999999999999,0.08098,0.0503,0.053720000000000004,0.1083,0.11063999999999999,0.1006,0.07552,0.08702000000000001,0.10230000000000002,0.057179999999999995,0.058019999999999995,0.11118000000000001,0.11303999999999999,0.10704,0.08572,0.09172,0.09444,0.054580000000000004,0.051280000000000006,0.10036,0.10747999999999999,0.08793999999999999,0.10588,0.08052,0.09540000000000001,0.052099999999999994,0.06486,0.10538,0.1224,0.07196,0.09364000000000001,0.08815999999999999,0.10078000000000001,0.056679999999999994,0.060039999999999996,0.11850000000000001,0.08607999999999999,0.08786000000000001,0.10371999999999999,0.07388,0.09666,0.05569999999999999,0.06266,0.09476,0.10268000000000002,0.07368,0.08031999999999999,0.09602000000000001,0.08502,0.06744,0.06832,0.10011999999999999,0.0862,0.07304,0.08027999999999999,0.07726000000000001,0.08628,0.06361999999999998,0.06682,0.10306000000000001,0.08572,0.09422,0.08388,0.09184,0.10213999999999998,0.0693,0.06232,34160.201
19,0.08310000000000001,0.07296,0.10298,0.08384,0.14542,0.14896,0.05145999999999999,0.06345999999999999,0.08020000000000001,0.08058000000000001,0.07696,0.0764,0.0758,0.13052000000000002,0.06522,0.053579999999999996,0.09298000000000001,0.08518,0.07654,0.0888,0.0997,0.10404,0.051039999999999995,0.054180000000000006,0.09863999999999999,0.08918,0.07544,0.07844,0.07628,0.08996000000000001,0.0507,0.053459999999999994,0.11016,0.10278000000000001,0.094,0.07425999999999999,0.07955999999999999,0.10794,0.057440000000000005,0.05796,0.10602,0.11938,0.10798,0.07452,0.0966,0.10399999999999998,0.05402,0.05162,0.10010000000000001,0.10866,0.08768000000000001,0.09412000000000001,0.09418,0.08776,0.0526,0.06434,0.09928,0.12274,0.07583999999999999,0.09644,0.09738,0.10384,0.058179999999999996,0.058399999999999994,0.10529999999999999,0.0807,0.0888,0.08446,0.07396,0.11217999999999999,0.05588,0.06420000000000001,0.0858,0.08946,0.07526000000000001,0.07378000000000001,0.09101999999999999,0.08026,0.06844,0.06584,0.08168,0.07968,0.07490000000000001,0.08906,0.08166,0.10916000000000001,0.061660000000000006,0.06760000000000001,0.094,0.08582,0.07831999999999999,0.08706,0.1101,0.13262000000000002,0.06806,0.05965999999999999,36057.711
