cycle_n,time_s,CO2 %,O2 %,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc
21,36157.929,5.0,19.611111111111104,0.044644444444444424,0.04532222222222223,0.08142222222222223,0.046099999999999974,0.36327777777777776,0.16884444444444446,0.08184444444444441,0.04826666666666668,0.04449999999999996,0.04588888888888889,0.04652222222222221,0.04622222222222223,0.3000666666666666,0.16530000000000003,0.04718888888888891,0.04859999999999998,0.044633333333333323,0.04573333333333331,0.046877777777777775,0.046911111111111105,0.29294444444444434,0.17015555555555553,0.047555555555555525,0.049188888888888886,0.04471111111111112,0.04730000000000001,0.04726666666666665,0.04687777777777777,0.31172222222222223,0.1820333333333334,0.04777777777777776,0.0489,0.044366666666666665,0.045966666666666656,0.04667777777777777,0.04624444444444447,0.29633333333333345,0.18693333333333337,0.04835555555555554,0.049000000000000016,0.04399999999999996,0.045311111111111115,0.045122222222222196,0.04532222222222223,0.30540000000000006,0.17626666666666668,0.04717777777777777,0.048444444444444436,0.04409999999999999,0.07124444444444443,0.046311111111111115,0.04475555555555557,0.3661666666666667,0.19076666666666672,0.04651111111111109,0.07146666666666672,0.04449999999999996,0.07577777777777779,0.04701111111111112,0.04631111111111111,0.39704444444444437,0.18463333333333323,0.04777777777777776,0.07550000000000003,0.04487777777777777,0.07419999999999999,0.04636666666666667,0.04619999999999999,0.38738888888888895,0.18606666666666669,0.047644444444444455,0.0765222222222222,0.04504444444444445,0.07382222222222223,0.047099999999999975,0.04604444444444445,0.4027444444444443,0.11822222222222223,0.04743333333333335,0.07066666666666664,0.0444111111111111,0.07467777777777777,0.0464,0.045988888888888906,0.39138888888888895,0.1832333333333334,0.04763333333333333,0.07454444444444445,0.04426666666666667,0.07658888888888889,0.045888888888888875,0.04504444444444446,0.4518777777777776,0.23574444444444442,0.046822222222222216,0.07295555555555557
22,37957.854,5.0,19.599999999999994,0.04466666666666665,0.04533333333333334,0.08722222222222221,0.04611111111111108,0.4062333333333333,0.17493333333333336,0.08167777777777775,0.04826666666666668,0.04453333333333329,0.045877777777777774,0.046533333333333315,0.04623333333333334,0.34424444444444435,0.1713222222222223,0.04718888888888891,0.048611111111111084,0.04464444444444444,0.04574444444444442,0.04688888888888889,0.04693333333333333,0.33606666666666657,0.17644444444444443,0.04757777777777775,0.04922222222222222,0.04473333333333334,0.04730000000000001,0.04729999999999999,0.04687777777777777,0.3506666666666667,0.18884444444444456,0.047788888888888874,0.0489,0.04438888888888889,0.04597777777777776,0.04669999999999999,0.04622222222222225,0.3387555555555557,0.19388888888888892,0.04838888888888888,0.049033333333333345,0.04403333333333329,0.04533333333333334,0.045144444444444425,0.045311111111111115,0.3502777777777779,0.18295555555555557,0.04719999999999999,0.04845555555555555,0.04412222222222222,0.07658888888888887,0.04633333333333334,0.044744444444444455,0.3978777777777778,0.19990000000000008,0.046533333333333315,0.07541111111111116,0.04449999999999996,0.08184444444444446,0.04704444444444445,0.0463,0.4402888888888888,0.19381111111111102,0.0478111111111111,0.0800777777777778,0.04488888888888889,0.07974444444444444,0.0464,0.046188888888888883,0.4375,0.19540000000000002,0.04770000000000001,0.08117777777777774,0.04502222222222222,0.07937777777777778,0.0471222222222222,0.046055555555555565,0.4458888888888888,0.12142222222222222,0.047466666666666685,0.07439999999999997,0.044433333333333325,0.08024444444444444,0.04642222222222222,0.04600000000000001,0.43145555555555565,0.19453333333333336,0.04766666666666666,0.07903333333333334,0.0443,0.08296666666666667,0.045922222222222205,0.04506666666666668,0.5081777777777776,0.2498111111111111,0.046855555555555546,0.07707777777777779
23,39757.773,5.0,19.599999999999994,0.04467777777777777,0.04535555555555556,0.09537777777777778,0.04616666666666664,0.45549999999999996,0.18182222222222225,0.08377777777777777,0.04827777777777779,0.04456666666666662,0.045877777777777774,0.04654444444444442,0.04626666666666668,0.38983333333333325,0.17814444444444452,0.04722222222222224,0.048633333333333306,0.04466666666666666,0.04575555555555553,0.04692222222222222,0.04695555555555555,0.38185555555555545,0.18311111111111114,0.047588888888888854,0.04924444444444445,0.04474444444444445,0.04730000000000001,0.04733333333333333,0.046888888888888876,0.3940222222222223,0.19601111111111122,0.04782222222222221,0.04891111111111111,0.044399999999999995,0.04598888888888888,0.04673333333333332,0.04622222222222225,0.3874111111111112,0.20143333333333338,0.04839999999999999,0.04903333333333334,0.04406666666666662,0.045366666666666666,0.04518888888888887,0.04530000000000001,0.3978666666666668,0.1905,0.04724444444444444,0.04845555555555555,0.04413333333333333,0.0824333333333333,0.04635555555555556,0.044744444444444455,0.43944444444444436,0.2106222222222223,0.046566666666666645,0.07975555555555562,0.04449999999999996,0.0885777777777778,0.047088888888888895,0.04631111111111111,0.4833999999999999,0.20445555555555547,0.04785555555555555,0.08505555555555559,0.0449111111111111,0.08586666666666665,0.046433333333333326,0.0462111111111111,0.4789666666666667,0.20626666666666668,0.04773333333333335,0.08621111111111107,0.04504444444444444,0.08546666666666668,0.0471222222222222,0.046055555555555565,0.4909333333333332,0.12594444444444444,0.04748888888888891,0.07851111111111107,0.044466666666666654,0.08625555555555554,0.046433333333333326,0.045988888888888906,0.4725888888888889,0.2065666666666667,0.047688888888888885,0.0839111111111111,0.04433333333333333,0.08978888888888888,0.045977777777777756,0.0450888888888889,0.5663111111111109,0.26266666666666666,0.04689999999999999,0.08153333333333333
24,41557.69,5.0,19.59999999999999,0.04466666666666666,0.04535555555555556,0.10036666666666667,0.04621111111111109,0.5032222222222222,0.18910000000000005,0.07946666666666664,0.0482888888888889,0.044588888888888845,0.045844444444444445,0.04652222222222221,0.046277777777777786,0.4322666666666666,0.1854111111111112,0.04721111111111113,0.04865555555555553,0.04467777777777777,0.04575555555555553,0.04693333333333333,0.04695555555555555,0.4249777777777777,0.18982222222222225,0.047611111111111076,0.04927777777777779,0.04472222222222222,0.04730000000000001,0.04736666666666666,0.046888888888888876,0.4357555555555556,0.20328888888888896,0.04783333333333333,0.04892222222222222,0.044399999999999995,0.045999999999999985,0.04677777777777777,0.046211111111111126,0.4354222222222223,0.20963333333333342,0.04839999999999999,0.04901111111111111,0.04407777777777774,0.04538888888888889,0.04519999999999998,0.04530000000000001,0.4431444444444446,0.1987888888888889,0.04726666666666666,0.048477777777777765,0.04413333333333333,0.0888444444444444,0.04635555555555556,0.044722222222222226,0.4913888888888888,0.2213111111111112,0.04657777777777775,0.08448888888888895,0.04449999999999996,0.0959888888888889,0.047122222222222225,0.046322222222222216,0.5257888888888888,0.21661111111111106,0.04788888888888889,0.09032222222222225,0.04492222222222222,0.09255555555555554,0.046444444444444434,0.0462111111111111,0.5121333333333333,0.2182666666666667,0.04774444444444446,0.09147777777777776,0.045066666666666665,0.09189999999999998,0.0471222222222222,0.04604444444444445,0.5385333333333333,0.1328,0.04751111111111112,0.08292222222222217,0.04447777777777776,0.09273333333333332,0.046433333333333326,0.045988888888888906,0.5169777777777779,0.2183555555555556,0.04769999999999999,0.08914444444444443,0.044344444444444436,0.0971111111111111,0.04601111111111109,0.04510000000000001,0.6211666666666664,0.2745111111111111,0.046922222222222205,0.0863111111111111
25,43357.617,5.0,19.59999999999999,0.04467777777777777,0.045344444444444444,0.09960000000000001,0.046211111111111085,0.5464111111111111,0.19905555555555562,0.07683333333333331,0.04831111111111112,0.044622222222222174,0.04583333333333334,0.046533333333333315,0.04626666666666668,0.4689222222222221,0.19525555555555563,0.04724444444444446,0.04867777777777774,0.0447111111111111,0.04574444444444442,0.046944444444444434,0.04693333333333333,0.4629222222222222,0.1983666666666667,0.0476333333333333,0.0492888888888889,0.04472222222222222,0.04730000000000001,0.04739999999999999,0.04686666666666666,0.4723888888888889,0.21158888888888894,0.04785555555555556,0.04893333333333333,0.044399999999999995,0.045999999999999985,0.04679999999999999,0.04622222222222224,0.4812666666666668,0.21905555555555564,0.0484111111111111,0.04898888888888889,0.04407777777777774,0.045399999999999996,0.04521111111111109,0.04530000000000001,0.4839444444444447,0.20943333333333333,0.04727777777777777,0.04849999999999999,0.04414444444444444,0.09577777777777774,0.04633333333333334,0.044722222222222226,0.5563999999999999,0.24056666666666673,0.046566666666666645,0.08963333333333338,0.04451111111111108,0.10413333333333334,0.047122222222222225,0.04633333333333333,0.5705333333333332,0.2364777777777777,0.047911111111111106,0.09623333333333335,0.044933333333333325,0.09979999999999999,0.04645555555555555,0.0462111111111111,0.546688888888889,0.23068888888888892,0.04773333333333335,0.09695555555555553,0.04511111111111111,0.09883333333333331,0.0471222222222222,0.04604444444444445,0.5927888888888888,0.14305555555555557,0.047533333333333344,0.08755555555555551,0.04447777777777776,0.09967777777777775,0.046444444444444434,0.04600000000000001,0.5661666666666666,0.22842222222222228,0.047711111111111114,0.09489999999999998,0.044355555555555544,0.10482222222222222,0.04603333333333332,0.04511111111111112,0.6730999999999998,0.2872111111111111,0.04693333333333332,0.09128888888888886
26,45157.558,5.0,19.59999999999999,0.04468888888888888,0.04533333333333334,0.09776666666666667,0.046166666666666634,0.5854444444444443,0.2145666666666667,0.07396666666666664,0.04832222222222223,0.044644444444444396,0.04583333333333334,0.046566666666666645,0.04623333333333334,0.5039888888888887,0.21007777777777784,0.04721111111111113,0.04868888888888886,0.04472222222222221,0.04573333333333331,0.04693333333333333,0.046911111111111105,0.4984111111111111,0.21130000000000002,0.04766666666666663,0.04931111111111112,0.04474444444444444,0.047311111111111116,0.047422222222222206,0.04684444444444444,0.5073,0.22338888888888894,0.04785555555555556,0.04892222222222222,0.04442222222222222,0.045999999999999985,0.0468111111111111,0.04622222222222224,0.5260111111111113,0.23346666666666674,0.04843333333333332,0.04900000000000001,0.04406666666666662,0.045399999999999996,0.04518888888888887,0.04530000000000001,0.5209000000000003,0.2253888888888889,0.047255555555555544,0.04852222222222221,0.04416666666666666,0.1032333333333333,0.04633333333333334,0.044722222222222226,0.6202555555555554,0.26644444444444454,0.046533333333333315,0.09516666666666672,0.04453333333333329,0.1129,0.047122222222222225,0.046322222222222216,0.617811111111111,0.2663999999999999,0.04792222222222222,0.10408888888888891,0.044933333333333325,0.1075222222222222,0.046444444444444434,0.04619999999999999,0.591488888888889,0.25293333333333334,0.04775555555555557,0.10185555555555553,0.04511111111111111,0.10605555555555553,0.047133333333333305,0.046055555555555565,0.6473888888888889,0.1562111111111111,0.047566666666666674,0.0920333333333333,0.044466666666666654,0.10687777777777774,0.046466666666666656,0.046044444444444464,0.6188777777777777,0.2456111111111112,0.04773333333333334,0.09976666666666666,0.044355555555555544,0.1129888888888889,0.04601111111111111,0.04514444444444446,0.7196888888888887,0.3012222222222221,0.04694444444444443,0.09633333333333331
27,46957.472,5.0,19.59999999999999,0.04469999999999999,0.04533333333333334,0.09192222222222222,0.046111111111111075,0.6241666666666665,0.23743333333333339,0.07443333333333331,0.04833333333333334,0.044677777777777726,0.04586666666666667,0.046599999999999975,0.04622222222222223,0.540322222222222,0.23102222222222224,0.04721111111111113,0.04871111111111107,0.04473333333333332,0.04573333333333331,0.046944444444444434,0.0469,0.5308333333333333,0.23,0.04768888888888884,0.04933333333333334,0.044788888888888885,0.04733333333333334,0.04743333333333332,0.04683333333333333,0.5443111111111111,0.2406777777777778,0.04788888888888889,0.04892222222222222,0.04444444444444443,0.045999999999999985,0.04678888888888887,0.046233333333333355,0.5668222222222226,0.2539222222222223,0.048455555555555536,0.049033333333333345,0.04407777777777774,0.045399999999999996,0.04518888888888887,0.04530000000000001,0.5530111111111113,0.24804444444444443,0.047255555555555544,0.04853333333333332,0.04418888888888888,0.11113333333333332,0.046344444444444445,0.04473333333333335,0.6875555555555556,0.30402222222222236,0.04652222222222221,0.09980000000000006,0.04456666666666662,0.12220000000000002,0.047122222222222225,0.04631111111111111,0.6720444444444443,0.3031444444444444,0.04793333333333333,0.11581111111111116,0.04492222222222222,0.11553333333333331,0.04645555555555555,0.046188888888888883,0.6548,0.28905555555555557,0.04777777777777779,0.10648888888888886,0.04512222222222222,0.11369999999999998,0.0471222222222222,0.046055555555555565,0.7039,0.17102222222222221,0.0476,0.09613333333333329,0.04447777777777776,0.11421111111111108,0.046477777777777764,0.04608888888888891,0.6589777777777778,0.2697222222222223,0.04776666666666668,0.10356666666666665,0.044377777777777766,0.12134444444444444,0.045988888888888885,0.04518888888888891,0.7640666666666664,0.3186444444444443,0.046955555555555535,0.10159999999999997
28,48757.397,5.0,19.611111111111104,0.0447111111111111,0.045355555555555566,0.0907,0.04606666666666664,0.672011111111111,0.26476666666666676,0.07268888888888887,0.04833333333333334,0.044688888888888834,0.04588888888888889,0.04658888888888887,0.04622222222222223,0.5790333333333332,0.25427777777777777,0.04717777777777779,0.04871111111111107,0.04473333333333332,0.04573333333333331,0.04696666666666666,0.0469,0.5673444444444443,0.2513555555555556,0.04768888888888884,0.04935555555555556,0.044822222222222215,0.04736666666666667,0.047422222222222206,0.04683333333333333,0.598011111111111,0.2618777777777778,0.04792222222222222,0.04891111111111111,0.044477777777777776,0.045999999999999985,0.04678888888888888,0.04622222222222224,0.6040222222222225,0.2791777777777779,0.04846666666666665,0.04905555555555557,0.044088888888888844,0.045399999999999996,0.04518888888888887,0.04530000000000001,0.5808111111111113,0.27742222222222224,0.04724444444444443,0.04853333333333332,0.0442111111111111,0.11923333333333334,0.046377777777777775,0.04471111111111112,0.7534555555555557,0.3361000000000001,0.04652222222222221,0.1039444444444445,0.04459999999999995,0.13158888888888892,0.04713333333333333,0.0463,0.7348555555555555,0.33612222222222216,0.04793333333333333,0.13574444444444453,0.04492222222222222,0.12386666666666662,0.04645555555555555,0.04616666666666666,0.7310777777777778,0.33758888888888894,0.04780000000000001,0.11157777777777776,0.04513333333333333,0.12154444444444441,0.0471222222222222,0.04603333333333334,0.7553,0.18618888888888888,0.047622222222222226,0.09979999999999994,0.044488888888888876,0.12158888888888886,0.046477777777777764,0.04613333333333336,0.6883444444444445,0.30370000000000014,0.0477888888888889,0.10581111111111109,0.044388888888888874,0.12955555555555553,0.04597777777777778,0.045233333333333355,0.8144666666666663,0.34154444444444426,0.04697777777777776,0.11019999999999996
29,50557.329,5.0,19.633333333333322,0.04474444444444443,0.04540000000000002,0.08648888888888888,0.04604444444444442,0.7228222222222223,0.292188888888889,0.07428888888888888,0.04835555555555557,0.04469999999999994,0.045911111111111104,0.04654444444444442,0.04623333333333335,0.611211111111111,0.28317777777777775,0.04718888888888889,0.04872222222222219,0.04473333333333332,0.04574444444444442,0.04698888888888888,0.0469,0.6038666666666664,0.2745222222222223,0.047677777777777736,0.04938888888888889,0.04483333333333333,0.04738888888888889,0.0474111111111111,0.04683333333333333,0.6503,0.28553333333333347,0.04796666666666666,0.04893333333333333,0.04448888888888889,0.04598888888888888,0.04678888888888889,0.04621111111111112,0.6375888888888891,0.30795555555555565,0.04847777777777776,0.04907777777777778,0.04411111111111107,0.045399999999999996,0.04519999999999998,0.045311111111111115,0.6040444444444447,0.31343333333333334,0.047255555555555544,0.048544444444444425,0.04422222222222221,0.12733333333333333,0.04636666666666667,0.04468888888888889,0.8313888888888892,0.3634666666666668,0.04654444444444442,0.10865555555555562,0.044622222222222174,0.14081111111111114,0.047122222222222225,0.0463,0.8086666666666668,0.36188888888888887,0.047944444444444435,0.15966666666666676,0.044933333333333325,0.13219999999999996,0.046477777777777764,0.04614444444444444,0.8199777777777778,0.3859222222222223,0.04780000000000001,0.12453333333333332,0.04516666666666666,0.12949999999999998,0.047133333333333305,0.04601111111111112,0.8187333333333333,0.20143333333333333,0.04764444444444444,0.10403333333333327,0.044499999999999984,0.12895555555555552,0.046477777777777764,0.04616666666666669,0.7269444444444444,0.3321666666666668,0.04781111111111112,0.11224444444444442,0.044411111111111096,0.13724444444444442,0.046000000000000006,0.04525555555555558,0.8537222222222219,0.382222222222222,0.046988888888888865,0.1255555555555555
30,52357.265,5.0,19.666666666666654,0.044799999999999986,0.04544444444444446,0.08741111111111109,0.04603333333333332,0.7766444444444445,0.32746666666666674,0.07677777777777776,0.048388888888888905,0.04469999999999994,0.04592222222222222,0.046522222222222215,0.04622222222222223,0.6383666666666666,0.3177444444444444,0.0472,0.0487333333333333,0.04473333333333332,0.04576666666666665,0.04698888888888888,0.0469,0.6443777777777776,0.30334444444444447,0.04766666666666663,0.04941111111111111,0.04483333333333333,0.04738888888888889,0.04739999999999999,0.04683333333333333,0.688211111111111,0.3141777777777779,0.04798888888888888,0.048944444444444436,0.04450000000000001,0.04597777777777776,0.04678888888888889,0.0462,0.6915333333333334,0.3396444444444446,0.04849999999999998,0.049100000000000005,0.044122222222222195,0.04538888888888889,0.04519999999999998,0.04532222222222223,0.634277777777778,0.3543444444444444,0.047255555555555544,0.04856666666666665,0.04423333333333332,0.13498888888888888,0.04636666666666667,0.04465555555555555,0.9138666666666669,0.3827000000000002,0.046566666666666645,0.11913333333333338,0.04463333333333328,0.15000000000000002,0.047122222222222225,0.04628888888888888,0.8879222222222224,0.3865555555555555,0.04796666666666666,0.18152222222222233,0.04495555555555555,0.14079999999999998,0.046477777777777764,0.04614444444444444,0.9088666666666665,0.425288888888889,0.04780000000000001,0.14595555555555553,0.04517777777777777,0.1372111111111111,0.04715555555555553,0.04600000000000001,0.8847222222222223,0.21756666666666666,0.04764444444444444,0.1113555555555555,0.044488888888888876,0.13618888888888886,0.046499999999999986,0.04618888888888891,0.793911111111111,0.3599000000000001,0.04782222222222223,0.13612222222222223,0.0444222222222222,0.1440444444444444,0.046033333333333336,0.0452777777777778,0.9005999999999997,0.44087777777777754,0.04699999999999998,0.14977777777777776
31,54157.163,5.0,19.688888888888876,0.04484444444444444,0.04545555555555556,0.08307777777777775,0.04604444444444444,0.8295111111111112,0.3936,0.08154444444444442,0.04842222222222225,0.04469999999999994,0.045933333333333326,0.046533333333333336,0.04621111111111111,0.6746222222222222,0.3853222222222222,0.04722222222222223,0.04875555555555553,0.04473333333333332,0.04578888888888888,0.046977777777777764,0.0469,0.6928999999999998,0.34146666666666675,0.047677777777777736,0.04943333333333333,0.04483333333333333,0.047377777777777776,0.04739999999999999,0.04683333333333333,0.6992444444444444,0.3610333333333335,0.048011111111111095,0.04896666666666666,0.044488888888888904,0.045966666666666656,0.04677777777777777,0.0462,0.7651777777777777,0.3776666666666668,0.048522222222222196,0.04912222222222223,0.044144444444444424,0.045366666666666666,0.04519999999999998,0.04532222222222223,0.6809888888888892,0.4174666666666666,0.04726666666666665,0.04858888888888887,0.04422222222222221,0.1422777777777778,0.04635555555555556,0.04465555555555555,0.9920555555555559,0.40110000000000023,0.04661111111111108,0.13374444444444453,0.04463333333333328,0.1584888888888889,0.047122222222222225,0.04626666666666665,0.9534555555555557,0.4160444444444444,0.047977777777777765,0.19133333333333344,0.04495555555555555,0.14853333333333332,0.046466666666666656,0.04616666666666666,0.9785555555555553,0.4601111111111112,0.04780000000000001,0.1727222222222222,0.04516666666666666,0.14452222222222222,0.047166666666666635,0.04600000000000001,0.954388888888889,0.2361444444444444,0.04764444444444444,0.12243333333333328,0.04447777777777776,0.14255555555555555,0.04652222222222221,0.04622222222222224,0.8770999999999999,0.38815555555555564,0.04783333333333334,0.17897777777777776,0.04443333333333332,0.1500666666666666,0.04605555555555555,0.04532222222222224,0.9367999999999997,0.5189444444444442,0.046988888888888865,0.1736444444444444
32,55957.092,5.0,19.688888888888876,0.044866666666666666,0.04543333333333333,0.08323333333333331,0.04605555555555555,0.8972444444444446,0.48885555555555554,0.0812222222222222,0.04842222222222225,0.04469999999999994,0.04592222222222222,0.04656666666666667,0.04619999999999999,0.736111111111111,0.47547777777777783,0.04724444444444446,0.04877777777777776,0.04473333333333332,0.04581111111111111,0.04695555555555555,0.0469,0.7676111111111109,0.4129888888888889,0.04769999999999996,0.04942222222222222,0.044822222222222215,0.04735555555555556,0.04739999999999999,0.04683333333333333,0.7323999999999998,0.43548888888888904,0.04803333333333332,0.048977777777777766,0.04445555555555556,0.045966666666666656,0.04676666666666665,0.0462,0.8556888888888888,0.43497777777777796,0.048522222222222196,0.04914444444444444,0.04414444444444441,0.045344444444444444,0.04519999999999998,0.04530000000000001,0.7359444444444447,0.5006444444444443,0.04726666666666665,0.048611111111111084,0.0442111111111111,0.1499555555555556,0.046377777777777775,0.04465555555555555,1.0565222222222224,0.4384000000000002,0.046655555555555527,0.15492222222222232,0.04463333333333328,0.16672222222222224,0.04714444444444444,0.046233333333333314,1.004788888888889,0.46735555555555547,0.047977777777777765,0.18896666666666675,0.04494444444444443,0.1557111111111111,0.046433333333333326,0.04617777777777777,1.0253999999999996,0.49095555555555564,0.04781111111111112,0.18746666666666664,0.04514444444444444,0.15216666666666667,0.04715555555555553,0.04601111111111112,1.0068555555555556,0.2589333333333333,0.047622222222222226,0.13999999999999993,0.044466666666666654,0.1482111111111111,0.04652222222222221,0.046277777777777786,0.9367666666666666,0.4311111111111112,0.04782222222222223,0.21919999999999998,0.0444222222222222,0.15557777777777773,0.046066666666666665,0.045422222222222246,0.9970222222222219,0.5747999999999999,0.04697777777777776,0.18542222222222218
33,57757.021,5.0,19.666666666666654,0.044866666666666666,0.045411111111111103,0.08387777777777776,0.046055555555555544,0.9794888888888892,0.5832888888888889,0.07619999999999998,0.048411111111111134,0.04469999999999994,0.045911111111111104,0.046588888888888895,0.04619999999999999,0.8227666666666668,0.5785111111111112,0.04726666666666668,0.048788888888888875,0.04474444444444443,0.045822222222222216,0.04695555555555555,0.0469,0.8647999999999998,0.5027777777777778,0.04772222222222217,0.04942222222222222,0.04481111111111111,0.047344444444444446,0.04739999999999999,0.04684444444444444,0.8087444444444443,0.5284777777777779,0.04805555555555554,0.04899999999999999,0.044433333333333346,0.045966666666666656,0.04677777777777777,0.0462,0.9316999999999999,0.515077777777778,0.04851111111111109,0.049155555555555557,0.044155555555555524,0.04533333333333334,0.04519999999999998,0.045277777777777785,0.7973111111111114,0.6012333333333333,0.04727777777777776,0.048633333333333306,0.04419999999999999,0.15752222222222223,0.04638888888888889,0.04466666666666666,1.0961777777777781,0.5015222222222224,0.046688888888888856,0.17941111111111122,0.04463333333333328,0.17438888888888893,0.047155555555555555,0.04621111111111109,1.0337555555555558,0.5394,0.04795555555555555,0.17745555555555567,0.04494444444444443,0.1618888888888889,0.046411111111111104,0.04617777777777777,1.0505333333333333,0.533488888888889,0.04782222222222223,0.18453333333333333,0.04515555555555555,0.15931111111111113,0.04715555555555553,0.046022222222222235,1.045077777777778,0.28404444444444443,0.047622222222222226,0.15162222222222216,0.04447777777777776,0.15323333333333333,0.04651111111111109,0.046366666666666674,0.9620222222222222,0.48913333333333336,0.04781111111111112,0.22775555555555552,0.044411111111111096,0.16048888888888888,0.046055555555555544,0.04558888888888891,1.0358555555555553,0.6079333333333331,0.04696666666666665,0.17834444444444442
34,59556.937,5.0,19.633333333333326,0.044866666666666666,0.04538888888888889,0.08626666666666666,0.04602222222222221,1.0497222222222227,0.6268888888888889,0.07386666666666664,0.048411111111111134,0.04469999999999994,0.04588888888888889,0.04661111111111111,0.046188888888888883,0.9171666666666667,0.6381,0.04730000000000001,0.04881111111111109,0.04475555555555554,0.04583333333333333,0.04695555555555555,0.04688888888888889,0.9646222222222219,0.6025777777777778,0.0477444444444444,0.04942222222222222,0.04481111111111111,0.04733333333333334,0.0474111111111111,0.046855555555555546,0.9148666666666666,0.6148444444444446,0.048066666666666646,0.04903333333333332,0.044433333333333346,0.045966666666666656,0.04678888888888889,0.04618888888888889,0.9927666666666667,0.6102111111111113,0.04849999999999998,0.049166666666666664,0.04415555555555551,0.045344444444444444,0.04519999999999998,0.0452888888888889,0.8525333333333336,0.6741444444444444,0.04729999999999999,0.048666666666666636,0.04422222222222221,0.16405555555555554,0.046411111111111104,0.04466666666666666,1.1292000000000002,0.6045333333333335,0.046699999999999964,0.194988888888889,0.04463333333333328,0.18128888888888892,0.04716666666666666,0.046199999999999984,1.0675222222222223,0.6320222222222222,0.04795555555555555,0.16203333333333345,0.04495555555555555,0.1676,0.0464,0.04616666666666666,1.0774555555555556,0.5933222222222222,0.047844444444444446,0.1654888888888889,0.04518888888888888,0.16602222222222224,0.04715555555555553,0.046022222222222235,1.0682444444444448,0.31214444444444434,0.04763333333333333,0.15359999999999993,0.044488888888888876,0.1577111111111111,0.04651111111111109,0.04646666666666668,0.9687000000000001,0.5645999999999999,0.04781111111111112,0.20335555555555554,0.04439999999999999,0.1648333333333333,0.04604444444444442,0.04578888888888891,1.0558999999999998,0.6209333333333332,0.04697777777777776,0.16046666666666662
