cycle_n,time_s,CO2 %,O2 %,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP,CCMB1 lsPrk,CCMB1 prk2021,CCMB1 K194M,bwGFP,CAfree GFP,drpi GFP,drpi lsPrk,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc,CCMB1GFP + aTc,CCMB1 lsPrk + aTc,CCMB1 prk2021 + aTc,CCMB1 K194M + aTc,bwGFP + aTc,CAfree GFP + aTc,drpi GFP + aTc,drpi lsPrk + aTc
35,61356.859,5.0,19.622222222222216,0.04485555555555556,0.045377777777777774,0.08702222222222222,0.04599999999999998,1.0752333333333335,0.6248000000000001,0.07385555555555552,0.048433333333333356,0.04471111111111106,0.045877777777777774,0.046622222222222225,0.04617777777777777,0.9892777777777778,0.6532888888888889,0.04732222222222223,0.048822222222222204,0.04476666666666665,0.04583333333333333,0.046977777777777764,0.046877777777777775,1.030522222222222,0.6555000000000001,0.04775555555555552,0.04945555555555555,0.04483333333333333,0.047344444444444446,0.04743333333333332,0.046855555555555546,0.9957888888888888,0.6728111111111112,0.048066666666666646,0.04905555555555554,0.04446666666666668,0.045966666666666656,0.04680000000000001,0.04617777777777778,1.0275555555555556,0.6838888888888891,0.048522222222222196,0.049166666666666664,0.04417777777777774,0.04535555555555556,0.04521111111111109,0.04530000000000001,0.9140444444444445,0.7134555555555555,0.04734444444444444,0.048699999999999966,0.04425555555555554,0.16826666666666668,0.04642222222222222,0.04466666666666666,1.1560111111111115,0.7156444444444446,0.046699999999999964,0.19097777777777789,0.044644444444444396,0.18616666666666667,0.04716666666666666,0.046199999999999984,1.1026888888888886,0.7180555555555554,0.04796666666666666,0.14824444444444454,0.04497777777777776,0.17165555555555556,0.046411111111111104,0.04617777777777777,1.1044111111111112,0.6742111111111111,0.04785555555555556,0.14471111111111112,0.04522222222222221,0.17181111111111114,0.04717777777777774,0.04600000000000001,1.0860777777777781,0.3389222222222221,0.04766666666666666,0.14016666666666658,0.04451111111111109,0.16136666666666666,0.046533333333333315,0.04660000000000001,0.9819666666666668,0.6402,0.04784444444444446,0.17514444444444444,0.044411111111111096,0.16803333333333328,0.04604444444444442,0.04602222222222224,1.0473999999999999,0.6665444444444443,0.046988888888888865,0.14299999999999993
36,63156.784,5.0,19.633333333333326,0.044844444444444444,0.045377777777777774,0.0847,0.046011111111111086,1.037577777777778,0.6094555555555558,0.07768888888888886,0.048466666666666686,0.044722222222222184,0.045922222222222225,0.04663333333333333,0.04616666666666666,1.0184444444444445,0.6433222222222222,0.04732222222222223,0.04883333333333331,0.04476666666666665,0.04583333333333333,0.04698888888888888,0.046877777777777775,1.0504777777777774,0.6735666666666668,0.04777777777777775,0.04948888888888889,0.04486666666666666,0.04736666666666667,0.047455555555555536,0.04684444444444444,1.0330555555555556,0.7065444444444445,0.04808888888888887,0.04906666666666665,0.044488888888888904,0.045966666666666656,0.04680000000000001,0.04616666666666667,1.0347777777777778,0.7276555555555558,0.04856666666666664,0.049166666666666664,0.04418888888888884,0.045366666666666666,0.0452222222222222,0.045311111111111115,0.9689444444444445,0.7280555555555556,0.047377777777777776,0.04872222222222219,0.04428888888888887,0.17218888888888892,0.046433333333333326,0.04466666666666666,1.1922444444444449,0.8087777777777782,0.04671111111111107,0.16293333333333346,0.04466666666666661,0.18899999999999997,0.04716666666666666,0.04621111111111109,1.1464888888888887,0.7885888888888887,0.048011111111111095,0.13880000000000012,0.04497777777777776,0.17459999999999998,0.046433333333333326,0.04617777777777777,1.1376333333333333,0.7540222222222223,0.047877777777777776,0.1324777777777778,0.04522222222222221,0.17995555555555556,0.04718888888888886,0.045988888888888906,1.102255555555556,0.3633999999999999,0.047688888888888885,0.12641111111111103,0.04454444444444442,0.16504444444444444,0.046566666666666645,0.046777777777777786,1.003177777777778,0.706411111111111,0.04790000000000002,0.15755555555555556,0.04443333333333332,0.17011111111111107,0.04606666666666665,0.04628888888888891,1.037022222222222,0.7413444444444441,0.04699999999999998,0.13106666666666658
37,64956.702,5.0,19.666666666666657,0.044833333333333336,0.045399999999999996,0.08534444444444444,0.04605555555555552,0.9738444444444445,0.6158333333333336,0.07464444444444442,0.04848888888888891,0.04474444444444441,0.046000000000000006,0.046622222222222225,0.04616666666666666,0.9942222222222222,0.6480222222222222,0.04732222222222223,0.04884444444444442,0.04477777777777777,0.04584444444444444,0.04698888888888888,0.0469,1.0254222222222218,0.6669999999999999,0.04781111111111108,0.049544444444444447,0.044888888888888874,0.04738888888888889,0.047455555555555536,0.04683333333333333,1.0304,0.7311666666666669,0.048111111111111084,0.049077777777777755,0.04451111111111112,0.045966666666666656,0.04678888888888889,0.04617777777777778,1.0056444444444443,0.7515888888888892,0.048622222222222185,0.049188888888888886,0.044199999999999955,0.04535555555555556,0.04523333333333331,0.0452888888888889,1.018688888888889,0.7483,0.0474,0.048733333333333295,0.04428888888888887,0.1764555555555556,0.046433333333333326,0.04465555555555555,1.2298888888888893,0.8563222222222225,0.046722222222222186,0.13715555555555567,0.044677777777777726,0.19327777777777777,0.04717777777777777,0.0462222222222222,1.187311111111111,0.8330888888888888,0.048055555555555546,0.1332000000000001,0.04498888888888888,0.17658888888888888,0.04645555555555555,0.04616666666666666,1.170988888888889,0.8123555555555555,0.04788888888888889,0.13126666666666673,0.04522222222222221,0.18678888888888892,0.047199999999999964,0.04600000000000001,1.1246333333333338,0.380311111111111,0.0477111111111111,0.11721111111111103,0.044588888888888865,0.16903333333333334,0.04657777777777775,0.04701111111111112,1.0267111111111114,0.7468555555555554,0.04795555555555558,0.14759999999999998,0.04446666666666665,0.17078888888888885,0.046099999999999995,0.04662222222222224,1.036522222222222,0.8198777777777776,0.046988888888888865,0.12394444444444436
38,66756.62,5.0,19.688888888888876,0.044844444444444444,0.045411111111111103,0.08690000000000002,0.046077777777777745,0.9192333333333336,0.6453444444444446,0.07111111111111107,0.048500000000000015,0.04475555555555552,0.04607777777777778,0.046599999999999996,0.04616666666666666,0.9460333333333333,0.6777444444444444,0.047311111111111116,0.04884444444444442,0.04477777777777777,0.04584444444444444,0.046977777777777764,0.04693333333333333,0.9758555555555551,0.670088888888889,0.04784444444444441,0.04957777777777778,0.04489999999999999,0.0474,0.04743333333333332,0.04684444444444444,1.0105555555555554,0.757788888888889,0.04814444444444441,0.04908888888888887,0.044522222222222234,0.04597777777777776,0.04676666666666666,0.04618888888888889,0.9590222222222223,0.7782888888888894,0.0486333333333333,0.049222222222222216,0.04419999999999994,0.045344444444444444,0.0452222222222222,0.0452888888888889,1.0638333333333334,0.780011111111111,0.04738888888888889,0.048733333333333295,0.04426666666666665,0.18162222222222224,0.046433333333333326,0.04464444444444444,1.2697444444444448,0.8717444444444448,0.046744444444444415,0.12307777777777788,0.044677777777777726,0.19975555555555555,0.047188888888888884,0.046233333333333314,1.225011111111111,0.8538444444444443,0.04808888888888888,0.12991111111111123,0.04497777777777776,0.1794555555555555,0.04645555555555555,0.04614444444444444,1.208177777777778,0.8386,0.04791111111111112,0.1351333333333334,0.04522222222222221,0.19055555555555562,0.047199999999999964,0.04603333333333334,1.154244444444445,0.4073222222222221,0.047722222222222214,0.11273333333333324,0.044622222222222195,0.17092222222222223,0.046566666666666645,0.04726666666666668,1.0457222222222224,0.7740444444444443,0.04798888888888891,0.13599999999999998,0.044477777777777755,0.17222222222222217,0.046133333333333325,0.04703333333333335,1.0427555555555557,0.8639333333333331,0.046988888888888865,0.12024444444444438
39,68556.549,5.0,19.699999999999985,0.044844444444444444,0.045411111111111103,0.08931111111111112,0.04604444444444441,0.8993555555555557,0.6864888888888893,0.06928888888888884,0.048500000000000015,0.04477777777777774,0.04604444444444444,0.04657777777777777,0.046155555555555554,0.8998777777777778,0.7194666666666665,0.04733333333333334,0.048855555555555534,0.04477777777777777,0.045855555555555545,0.04695555555555555,0.046944444444444434,0.9292555555555552,0.6861222222222224,0.047866666666666634,0.049600000000000005,0.04489999999999999,0.04738888888888889,0.04739999999999999,0.04684444444444444,0.9877111111111111,0.7869333333333334,0.04814444444444441,0.04909999999999998,0.04453333333333334,0.04598888888888888,0.04674444444444443,0.0462,0.9163111111111112,0.8123888888888894,0.048622222222222185,0.04926666666666665,0.04419999999999994,0.045344444444444444,0.04521111111111109,0.045277777777777785,1.1014444444444444,0.815611111111111,0.047377777777777776,0.048733333333333295,0.04425555555555554,0.18433333333333335,0.046433333333333326,0.04463333333333333,1.3053111111111113,0.8786333333333336,0.04675555555555553,0.12490000000000011,0.04466666666666661,0.20532222222222218,0.04719999999999999,0.04621111111111109,1.2570444444444444,0.8574555555555553,0.04811111111111111,0.12835555555555567,0.04498888888888888,0.18233333333333332,0.046444444444444434,0.04613333333333333,1.243455555555556,0.8462666666666666,0.04793333333333335,0.13764444444444449,0.04523333333333332,0.18860000000000007,0.047199999999999964,0.04604444444444445,1.1865444444444453,0.46545555555555534,0.04773333333333332,0.11178888888888878,0.04461111111111108,0.16883333333333336,0.04654444444444442,0.047555555555555566,1.0601777777777779,0.7903555555555554,0.048000000000000015,0.12997777777777775,0.044477777777777755,0.17474444444444437,0.046166666666666654,0.04753333333333335,1.0543,0.8477444444444443,0.04699999999999998,0.12014444444444437
40,70356.472,5.0,19.699999999999985,0.04485555555555556,0.045377777777777774,0.09013333333333333,0.04599999999999996,0.9046666666666666,0.7322555555555558,0.07341111111111105,0.04851111111111112,0.04478888888888885,0.04597777777777778,0.04655555555555554,0.046155555555555554,0.8781777777777777,0.7619888888888887,0.04735555555555556,0.04886666666666664,0.04476666666666665,0.04584444444444444,0.04695555555555555,0.04693333333333333,0.901444444444444,0.7121333333333335,0.047866666666666634,0.049600000000000005,0.044888888888888874,0.0473888888888889,0.047388888888888876,0.04684444444444444,0.9803444444444445,0.8156777777777777,0.04815555555555553,0.04909999999999998,0.04453333333333334,0.045999999999999985,0.04674444444444443,0.04618888888888889,0.8943777777777777,0.8458666666666672,0.04859999999999997,0.049288888888888875,0.04419999999999994,0.045366666666666666,0.04519999999999998,0.045277777777777785,1.1331,0.850422222222222,0.047377777777777776,0.048733333333333295,0.04425555555555554,0.18501111111111113,0.04642222222222222,0.04463333333333333,1.3331222222222225,0.8901222222222224,0.04677777777777776,0.12827777777777785,0.044677777777777726,0.20497777777777773,0.04719999999999999,0.04618888888888887,1.2816777777777777,0.8528111111111109,0.048122222222222226,0.12823333333333345,0.04498888888888888,0.18542222222222218,0.046433333333333326,0.04613333333333333,1.2734111111111115,0.8497111111111111,0.04797777777777779,0.13623333333333337,0.04522222222222221,0.1883444444444445,0.04721111111111107,0.04604444444444445,1.2138777777777785,0.5533888888888886,0.04774444444444443,0.11153333333333322,0.044588888888888865,0.16511111111111113,0.04655555555555554,0.04788888888888889,1.0693555555555554,0.804711111111111,0.04801111111111112,0.13231111111111107,0.04446666666666665,0.1762555555555555,0.04618888888888887,0.04812222222222224,1.0649111111111111,0.7976777777777776,0.04703333333333331,0.1221777777777777
41,72156.397,5.0,19.69999999999999,0.04485555555555556,0.045377777777777774,0.08787777777777776,0.04597777777777773,0.9232666666666666,0.7772111111111114,0.08076666666666661,0.048533333333333345,0.04481111111111107,0.045911111111111104,0.04656666666666665,0.04616666666666667,0.8737111111111111,0.7993,0.04742222222222222,0.04889999999999997,0.04477777777777777,0.045855555555555545,0.04696666666666666,0.0469,0.8930222222222218,0.7452333333333335,0.04788888888888885,0.049600000000000005,0.04488888888888889,0.047411111111111126,0.047388888888888876,0.04683333333333333,0.9886444444444447,0.8434222222222222,0.048166666666666635,0.04908888888888887,0.04454444444444445,0.045999999999999985,0.04675555555555554,0.04617777777777778,0.8896999999999999,0.8798000000000005,0.04861111111111108,0.04929999999999998,0.044211111111111055,0.04538888888888889,0.04518888888888887,0.04526666666666668,1.1508555555555557,0.8834777777777777,0.0474,0.04872222222222219,0.044277777777777756,0.18147777777777777,0.046411111111111104,0.04463333333333333,1.3517333333333337,0.898877777777778,0.04678888888888887,0.13390000000000005,0.044688888888888834,0.19672222222222221,0.047188888888888884,0.046166666666666654,1.2992333333333335,0.8475111111111108,0.048133333333333334,0.12860000000000008,0.044999999999999984,0.18498888888888887,0.046433333333333326,0.04613333333333333,1.2940111111111114,0.8584111111111111,0.04802222222222224,0.13512222222222225,0.04522222222222221,0.18970000000000006,0.0472333333333333,0.046022222222222235,1.2330444444444453,0.6424444444444442,0.04777777777777776,0.11558888888888878,0.04456666666666664,0.16316666666666668,0.04658888888888887,0.04826666666666666,1.0766555555555553,0.8115777777777776,0.048033333333333345,0.13845555555555553,0.04448888888888886,0.17539999999999997,0.04621111111111109,0.04881111111111113,1.067788888888889,0.7550333333333333,0.04703333333333331,0.12499999999999993
42,73956.309,5.0,19.69999999999999,0.04487777777777777,0.045377777777777774,0.08824444444444442,0.04599999999999995,0.9483555555555553,0.8192444444444448,0.08425555555555551,0.048566666666666675,0.04482222222222218,0.045899999999999996,0.04658888888888888,0.04620000000000001,0.8802666666666666,0.8338666666666668,0.04745555555555555,0.0489333333333333,0.0448,0.045855555555555545,0.046999999999999986,0.046877777777777775,0.8928555555555552,0.7789444444444446,0.04792222222222218,0.04961111111111111,0.0449,0.047377777777777796,0.0474111111111111,0.04683333333333333,1.0124555555555559,0.870922222222222,0.04821111111111109,0.04908888888888887,0.04456666666666667,0.04601111111111109,0.04676666666666665,0.04616666666666667,0.8948222222222221,0.9140333333333338,0.0486333333333333,0.04931111111111109,0.04423333333333327,0.045399999999999996,0.045166666666666654,0.04526666666666668,1.1630222222222224,0.9182777777777776,0.047444444444444435,0.04872222222222219,0.04428888888888887,0.17587777777777777,0.046411111111111104,0.04464444444444444,1.3650222222222226,0.8972111111111114,0.04681111111111109,0.14193333333333338,0.04469999999999994,0.18483333333333332,0.04717777777777777,0.04617777777777776,1.3102444444444448,0.8427777777777775,0.048133333333333334,0.12883333333333344,0.044999999999999984,0.17977777777777773,0.046433333333333326,0.04614444444444444,1.3082111111111112,0.8659111111111112,0.048066666666666674,0.1339666666666667,0.04522222222222221,0.18930000000000005,0.047266666666666644,0.04601111111111112,1.2475555555555564,0.6971999999999996,0.04782222222222221,0.12758888888888878,0.04457777777777775,0.16262222222222222,0.046633333333333304,0.0487111111111111,1.0837999999999997,0.8139555555555554,0.048066666666666674,0.1407333333333333,0.044522222222222206,0.16945555555555555,0.046233333333333314,0.049588888888888905,1.0657333333333334,0.7683888888888889,0.047022222222222194,0.12761111111111104
43,75756.238,5.0,19.69999999999999,0.04488888888888889,0.045411111111111103,0.08661111111111108,0.046022222222222166,0.9797666666666663,0.8514444444444448,0.0861222222222222,0.0485888888888889,0.04483333333333329,0.045911111111111104,0.04664444444444444,0.046211111111111126,0.8942333333333333,0.8656555555555556,0.04746666666666666,0.04895555555555552,0.04482222222222223,0.04587777777777777,0.04702222222222221,0.04686666666666667,0.8956777777777774,0.8126666666666669,0.0479444444444444,0.04962222222222223,0.044933333333333346,0.04723333333333335,0.0474111111111111,0.04683333333333333,1.0457000000000003,0.899822222222222,0.04824444444444442,0.04909999999999998,0.04457777777777777,0.04602222222222221,0.04676666666666665,0.04616666666666667,0.9039333333333333,0.953644444444445,0.04866666666666663,0.049322222222222205,0.04425555555555549,0.045399999999999996,0.045133333333333324,0.04526666666666668,1.1727333333333334,0.9564333333333331,0.047488888888888886,0.04872222222222219,0.04429999999999998,0.16788888888888887,0.04642222222222222,0.04464444444444444,1.3767000000000003,0.8920000000000003,0.04683333333333331,0.15420000000000003,0.04469999999999994,0.17207777777777777,0.04717777777777777,0.04618888888888887,1.3169111111111116,0.8378333333333331,0.048133333333333334,0.12977777777777788,0.044999999999999984,0.17042222222222217,0.046444444444444434,0.046155555555555554,1.3197333333333332,0.8697222222222223,0.04807777777777778,0.13392222222222228,0.04523333333333332,0.1823555555555556,0.04728888888888887,0.04600000000000001,1.2606000000000008,0.7304333333333329,0.04783333333333332,0.15537777777777767,0.044588888888888865,0.15975555555555557,0.046655555555555527,0.04922222222222222,1.0908777777777774,0.8150333333333332,0.048088888888888896,0.13968888888888886,0.044544444444444435,0.16332222222222223,0.04626666666666665,0.050422222222222236,1.0617222222222222,0.827,0.04701111111111109,0.1294666666666666
44,77556.16,5.0,19.69999999999999,0.044899999999999995,0.045433333333333326,0.08691111111111109,0.046022222222222166,1.0195888888888884,0.8704222222222225,0.08248888888888888,0.048622222222222226,0.04482222222222218,0.045933333333333326,0.04667777777777777,0.0461888888888889,0.9181444444444445,0.8939111111111111,0.04742222222222222,0.04898888888888886,0.044833333333333336,0.0459111111111111,0.04702222222222221,0.04686666666666667,0.9054333333333329,0.844077777777778,0.0479444444444444,0.04965555555555556,0.044944444444444454,0.04696666666666668,0.047422222222222206,0.04683333333333333,1.0911333333333335,0.9301777777777774,0.04826666666666665,0.049144444444444414,0.04456666666666665,0.04604444444444442,0.04677777777777777,0.04616666666666667,0.9167222222222221,0.9921111111111115,0.04869999999999996,0.04934444444444442,0.0442666666666666,0.045399999999999996,0.04512222222222221,0.04526666666666668,1.184577777777778,0.9955999999999997,0.04752222222222222,0.04874444444444442,0.044311111111111086,0.16085555555555553,0.046444444444444434,0.04463333333333333,1.3907888888888893,0.8900888888888892,0.04686666666666664,0.16110000000000005,0.04471111111111106,0.16269999999999998,0.04719999999999999,0.04621111111111109,1.3216222222222227,0.8338666666666664,0.048133333333333334,0.13150000000000012,0.044999999999999984,0.16199999999999995,0.046466666666666656,0.046155555555555554,1.3323777777777777,0.8715666666666667,0.048066666666666674,0.1335666666666667,0.04522222222222221,0.17211111111111113,0.04729999999999998,0.04600000000000001,1.2744555555555561,0.7563888888888884,0.04782222222222221,0.20066666666666655,0.04461111111111108,0.15402222222222225,0.046688888888888856,0.04985555555555556,1.098622222222222,0.8193666666666665,0.048122222222222226,0.13813333333333333,0.04453333333333332,0.15433333333333332,0.04629999999999999,0.05126666666666668,1.0661444444444443,0.8791111111111111,0.04703333333333331,0.13059999999999994
45,79356.091,5.0,19.69999999999999,0.044899999999999995,0.045466666666666655,0.0843111111111111,0.045988888888888836,1.0632777777777773,0.8728666666666669,0.0828111111111111,0.048655555555555556,0.04481111111111107,0.04597777777777776,0.046688888888888884,0.04614444444444445,0.9528555555555557,0.9149444444444444,0.04738888888888889,0.049022222222222196,0.04482222222222223,0.045955555555555534,0.047011111111111094,0.04685555555555556,0.9220888888888884,0.8725111111111113,0.04793333333333329,0.049666666666666665,0.044933333333333346,0.04675555555555556,0.047422222222222206,0.046822222222222216,1.1376888888888887,0.9558999999999997,0.04824444444444442,0.049177777777777744,0.04454444444444442,0.04605555555555554,0.04677777777777777,0.04616666666666667,0.9354222222222223,1.0237111111111112,0.048711111111111066,0.049355555555555534,0.0442666666666666,0.045399999999999996,0.04512222222222221,0.045277777777777785,1.2016,1.0258999999999998,0.047511111111111115,0.04875555555555553,0.0443222222222222,0.15555555555555556,0.04645555555555555,0.0446,1.4039000000000001,0.8942666666666669,0.04687777777777775,0.16002222222222226,0.044722222222222184,0.1554888888888889,0.047222222222222214,0.0462222222222222,1.3287555555555561,0.8292999999999996,0.048133333333333334,0.13326666666666678,0.044999999999999984,0.15696666666666667,0.04648888888888888,0.04613333333333333,1.3450777777777778,0.8748777777777778,0.048033333333333345,0.1340888888888889,0.0452111111111111,0.16456666666666672,0.04729999999999998,0.04600000000000001,1.2880666666666671,0.7951888888888884,0.04779999999999998,0.23429999999999987,0.044622222222222195,0.14802222222222225,0.04671111111111107,0.0505888888888889,1.108611111111111,0.826522222222222,0.04816666666666666,0.13823333333333332,0.044499999999999984,0.1493,0.046322222222222216,0.0520777777777778,1.0782666666666667,0.9032666666666667,0.04704444444444442,0.13132222222222215
46,81156.015,5.0,19.69999999999999,0.0449111111111111,0.04551111111111109,0.08352222222222222,0.045955555555555506,1.096733333333333,0.8641555555555559,0.08184444444444443,0.048688888888888886,0.04479999999999996,0.04601111111111111,0.04667777777777777,0.046122222222222224,0.9926,0.9225666666666666,0.04735555555555556,0.04905555555555554,0.04482222222222223,0.04599999999999998,0.046999999999999986,0.04685555555555556,0.952344444444444,0.8896111111111114,0.0479444444444444,0.04968888888888889,0.04492222222222223,0.04664444444444444,0.04744444444444443,0.04681111111111111,1.1804333333333332,0.9667777777777776,0.048222222222222194,0.049177777777777744,0.044544444444444435,0.04607777777777775,0.04677777777777777,0.04617777777777778,0.9632999999999999,1.033277777777778,0.048711111111111066,0.04936666666666664,0.044277777777777715,0.045399999999999996,0.04514444444444443,0.045277777777777785,1.2229555555555558,1.0346888888888888,0.04747777777777778,0.04877777777777776,0.04433333333333331,0.1519222222222222,0.046466666666666656,0.04458888888888889,1.415977777777778,0.8966222222222225,0.04686666666666664,0.1501555555555556,0.04474444444444441,0.15083333333333335,0.047222222222222214,0.0462222222222222,1.3378444444444446,0.8255444444444441,0.048133333333333334,0.13451111111111122,0.044999999999999984,0.1546888888888889,0.046499999999999986,0.046122222222222224,1.3560222222222222,0.8802666666666666,0.04802222222222224,0.13516666666666666,0.0452111111111111,0.16121111111111117,0.04729999999999998,0.04600000000000001,1.3002111111111114,0.8358666666666662,0.04783333333333332,0.23939999999999986,0.04464444444444441,0.14377777777777778,0.046744444444444415,0.05142222222222222,1.1232777777777774,0.8334444444444443,0.048244444444444444,0.13955555555555554,0.044499999999999984,0.1456333333333333,0.04633333333333333,0.05286666666666668,1.0986444444444443,0.8992666666666667,0.04703333333333331,0.13251111111111105
47,82955.935,5.0,19.69999999999999,0.04492222222222222,0.04554444444444442,0.08495555555555555,0.04593333333333329,1.111544444444444,0.8503666666666669,0.08326666666666664,0.048688888888888886,0.04479999999999996,0.04604444444444444,0.046655555555555554,0.04613333333333333,1.0340888888888888,0.9143,0.04735555555555556,0.049044444444444425,0.044833333333333336,0.046022222222222194,0.04698888888888888,0.04685555555555556,0.993444444444444,0.8926444444444446,0.0479444444444444,0.04967777777777777,0.044911111111111124,0.04661111111111111,0.04744444444444443,0.04678888888888889,1.2158444444444443,0.9592222222222221,0.04818888888888886,0.049144444444444414,0.04455555555555555,0.04608888888888887,0.04675555555555554,0.04617777777777778,0.9999111111111111,1.0198333333333334,0.04869999999999996,0.049355555555555534,0.044277777777777715,0.045399999999999996,0.04514444444444443,0.04526666666666667,1.2489000000000001,1.0212333333333332,0.047444444444444435,0.048788888888888875,0.0443222222222222,0.1486111111111111,0.04645555555555555,0.04458888888888889,1.4273666666666667,0.8984000000000004,0.04684444444444442,0.14061111111111113,0.04474444444444441,0.14700000000000002,0.0472111111111111,0.046199999999999984,1.3487222222222224,0.8240888888888884,0.048133333333333334,0.13504444444444452,0.044999999999999984,0.15351111111111113,0.046499999999999986,0.04613333333333333,1.3659888888888891,0.8854000000000001,0.04802222222222224,0.13626666666666665,0.04522222222222221,0.1615444444444445,0.04729999999999998,0.04600000000000001,1.3108888888888892,0.8750777777777773,0.04786666666666666,0.20792222222222204,0.04464444444444441,0.14135555555555557,0.04675555555555553,0.052322222222222214,1.148744444444444,0.8378999999999999,0.04831111111111111,0.14049999999999999,0.044511111111111105,0.15375555555555553,0.04633333333333333,0.05360000000000001,1.1247333333333334,0.8918222222222222,0.04701111111111109,0.1336555555555555
48,84755.854,5.0,19.69999999999999,0.044933333333333325,0.045577777777777766,0.08947777777777777,0.0459444444444444,1.1071999999999995,0.8375333333333336,0.0812222222222222,0.048666666666666664,0.04479999999999996,0.04604444444444444,0.046633333333333325,0.046155555555555554,1.0685777777777778,0.8931222222222223,0.047344444444444446,0.04899999999999998,0.04485555555555556,0.046044444444444416,0.046977777777777764,0.04686666666666667,1.0456888888888882,0.878977777777778,0.0479444444444444,0.04967777777777777,0.044911111111111124,0.04657777777777778,0.047455555555555536,0.04678888888888889,1.247933333333333,0.9381222222222222,0.048199999999999965,0.04909999999999998,0.04456666666666667,0.046099999999999974,0.04675555555555554,0.04616666666666667,1.0416333333333334,0.9890222222222221,0.048711111111111066,0.04933333333333331,0.044277777777777715,0.045399999999999996,0.04514444444444443,0.04523333333333333,1.2778444444444448,0.9936333333333334,0.047444444444444435,0.04881111111111109,0.04429999999999998,0.1451444444444444,0.046444444444444434,0.0446,1.4395444444444443,0.9011555555555559,0.04684444444444442,0.13431111111111113,0.04474444444444441,0.14604444444444445,0.04719999999999999,0.04617777777777776,1.3590555555555557,0.8255444444444441,0.048122222222222226,0.13527777777777786,0.044999999999999984,0.15337777777777775,0.04648888888888888,0.04616666666666666,1.3748333333333338,0.8927,0.04804444444444445,0.13738888888888887,0.04523333333333332,0.1650555555555556,0.04729999999999998,0.04600000000000001,1.320444444444445,0.9002666666666661,0.047911111111111106,0.17242222222222203,0.04464444444444441,0.1395777777777778,0.04678888888888887,0.053299999999999986,1.1850222222222218,0.8406444444444444,0.048377777777777776,0.14092222222222225,0.04454444444444444,0.1732111111111111,0.046355555555555546,0.05428888888888889,1.1560111111111109,0.8812444444444444,0.04699999999999998,0.13426666666666662
