,ACALD,ACALDt,ACKr,ACONTa,ACONTb,ACt2r,ADK1,AKGDH,AKGt2r,ALCD2x,ATPM,ATPS4r,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,CYTBD,D_LACt2,ENO,ETOHt2r,EX_ac_e,EX_acald_e,EX_akg_e,EX_co2_e,EX_etoh_e,EX_for_e,EX_fru_e,EX_fum_e,EX_glc__D_e,EX_gln__L_e,EX_glu__L_e,EX_h_e,EX_h2o_e,EX_lac__D_e,EX_mal__L_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_pyr_e,EX_succ_e,FBA,FBP,FORt2,FORt,FRD7,FRUpts2,FUM,FUMt2_2,G6PDH2r,GAPD,GLCpts,GLNS,GLNabc,GLUDy,GLUN,GLUSy,GLUt2r,GND,H2Ot,ICDHyr,ICL,LDH_D,MALS,MALt2_2,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,PFK,PFL,PGI,PGK,PGL,PGM,PIt2r,PPC,PPCK,PPS,PTAr,PYK,PYRt2,RPE,RPI,SUCCt2_2,SUCCt3,SUCDi,SUCOAS,TALA,THD2,TKT1,TKT2,TPI,EDD,EDA,PRK,RBC,EX_6pgc_e,EX_r5p_e,EX_xu5p__D_e,EX_2pg_e,EX_dhap_e,EX_redox_e,6pgc_t,r5p_t,xu5p__D_t,2pg_t,dhap_t,fraction_of_optimum,overflow_allowed,atp_maintenance_lb,rub_pct_3pg_prod,pgk_pct_3pg_prod,pgm_pct_3pg_cons,ser_pct_3pg_cons
fluxes,0.0,0.0,-159.0567500777373,147.82341773055362,147.82341773055362,-159.0567500777373,0.0,110.16200078988544,0.0,0.0,50.0,859.777509774783,34.90723601878595,-520.3867861935928,147.82341773055362,960.0610612645489,0.0,654.7412469062984,0.0,159.0567500777373,0.0,0.0,520.3867861935928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.2959046145836,0.0,0.0,0.0,-190.34217656323602,-480.03053063227446,646.2518071065306,0.0,0.0,-84.90487016849308,84.90487016849308,0.0,0.0,0.0,0.0,110.16200078988544,0.0,0.0,556.4145444885821,0.0,8.925780250003568,0.0,-181.41639631323247,0.0,0.0,0.0,0.0,2.8421709430404007e-13,147.82341773055362,0.0,0.0,0.0,0.0,110.16200078988544,0.0,0.0,849.8990604746634,0.0,190.34217656323602,480.03053063227446,437.7055069594968,0.0,0.0,-7.15598338385112,-556.4145444885821,0.0,-654.7412469062984,-646.2518071065306,100.03017553543305,0.0,0.0,159.0567500777373,536.5907251535136,0.0,-75.27396375091003,0.0,0.0,0.0,110.16200078988544,-110.16200078988544,-31.33622577406415,488.36095871182033,-31.33622577406415,-43.93773797684588,689.7601860803445,0.0,0.0,75.27396375091003,75.27396375091003,0.0,0.0,0.0,0.0,-774.6650562488376,0.0,0.0,0.0,0.0,0.0,774.6650562488376,0.8400000000000001,True,50,21.295038063047837,92.61329601597117,92.61329601597117,7.386703984028827
fluxes,0.0,0.0,-160.45154212037386,147.48489081972036,147.48489081972036,-160.45154212037386,0.0,109.90972139876362,0.0,0.0,60.0,862.6459250361683,34.82729578362844,-520.9541048710787,147.48489081972036,961.3805364312519,0.0,655.0008836126867,0.0,160.45154212037386,0.0,0.0,520.9541048710787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0870955399607,0.0,0.0,0.0,-189.90627844896915,-480.69026821562596,646.530885278109,0.0,0.0,-84.71043153451947,84.71043153451947,0.0,0.0,0.0,0.0,109.90972139876362,0.0,0.0,556.899356849362,0.0,8.905339531873793,0.0,-181.00093891709537,0.0,0.0,0.0,0.0,3.410605131648481e-13,147.48489081972036,0.0,0.0,0.0,0.0,109.90972139876362,0.0,0.0,851.4708150324883,0.0,189.90627844896915,480.69026821562596,438.4621720779768,0.0,0.0,-7.139595635643831,-556.899356849362,0.0,-655.0008836126867,-646.530885278109,99.80109879756571,0.0,0.0,160.45154212037386,537.1209355738395,0.0,-75.10158062781638,0.0,0.0,0.0,109.90972139876362,-109.90972139876362,-31.264463424963257,487.2425748369082,-31.264463424963257,-43.83711720285313,689.9396267428227,0.0,0.0,75.10158062781638,75.10158062781638,0.0,0.0,0.0,0.0,-774.6500582773422,0.0,0.0,0.0,0.0,0.0,774.6500582773422,0.8400000000000001,True,60,21.242062842340168,92.63167176494602,92.63167176494602,7.36832823505398
fluxes,0.0,0.0,-161.84633416301028,147.14636390888714,147.14636390888714,-161.84633416301028,0.0,109.65744200764183,0.0,0.0,70.0,865.5143402975542,34.74735554847095,-521.5214235485645,147.14636390888714,962.7000115979549,0.0,655.2605203190749,0.0,161.84633416301028,0.0,0.0,521.5214235485645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.8782864653375,0.0,0.0,0.0,-189.47038033470238,-481.35000579897746,646.8099634496875,0.0,0.0,-84.5159929005459,84.5159929005459,0.0,0.0,0.0,0.0,109.65744200764183,0.0,0.0,557.3841692101419,0.0,8.884898813744021,0.0,-180.58548152095835,0.0,0.0,0.0,0.0,1.1084466677857563e-12,147.14636390888714,0.0,0.0,0.0,0.0,109.65744200764183,0.0,0.0,853.0425695903131,0.0,189.47038033470238,481.35000579897746,439.21883719645666,0.0,0.0,-7.1232078874365445,-557.3841692101419,0.0,-655.2605203190749,-646.8099634496875,99.57202205969838,0.0,0.0,161.84633416301028,537.6511459941652,0.0,-74.92919750472277,0.0,0.0,0.0,109.65744200764183,-109.65744200764183,-31.192701075862374,486.1241909619958,-31.192701075862374,-43.73649642886039,690.1190674053008,0.0,0.0,74.92919750472277,74.92919750472277,0.0,0.0,0.0,0.0,-774.6350603058468,0.0,0.0,0.0,0.0,0.0,774.6350603058468,0.8400000000000001,True,70,21.189108601630615,92.65004023649615,92.65004023649615,7.349959763503847
fluxes,0.0,0.0,-163.24112620564662,146.8078369980537,146.8078369980537,-163.24112620564662,0.0,109.40516261651989,0.0,0.0,80.0,868.3827555589394,34.66741531331339,-522.08874222605,146.8078369980537,964.0194867646569,0.0,655.5201570254624,0.0,163.24112620564662,0.0,0.0,522.08874222605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.6694773907136,0.0,0.0,0.0,-189.03448222043525,-482.00974338232845,647.0890416212654,0.0,0.0,-84.32155426657216,84.32155426657216,0.0,0.0,0.0,0.0,109.40516261651989,0.0,0.0,557.8689815709213,0.0,8.864458095614234,0.0,-180.17002412482103,0.0,0.0,0.0,0.0,-9.947598300641403e-14,146.8078369980537,0.0,0.0,0.0,0.0,109.40516261651989,0.0,0.0,854.614324148137,0.0,189.03448222043525,482.00974338232845,439.97550231493636,0.0,0.0,-7.106820139229245,-557.8689815709213,0.0,-655.5201570254624,-647.0890416212654,99.34294532183083,0.0,0.0,163.24112620564662,538.1813564144906,0.0,-74.756814381629,0.0,0.0,0.0,109.40516261651989,-109.40516261651989,-31.120938726761434,485.0058070870829,-31.120938726761434,-43.63587565486757,690.2985080677784,0.0,0.0,74.756814381629,74.756814381629,0.0,0.0,0.0,0.0,-774.6200623343506,0.0,0.0,0.0,0.0,0.0,774.6200623343506,0.8400000000000001,True,80,21.136175328458425,92.66840143494393,92.66840143494393,7.331598565056069
fluxes,0.0,0.0,-164.63591824828313,146.46931008722038,146.46931008722038,-164.63591824828313,0.0,109.15288322539803,0.0,0.0,90.0,871.2511708203249,34.58747507815587,-522.6560609035356,146.46931008722038,965.3389619313596,0.0,655.7797937318503,0.0,164.63591824828313,0.0,0.0,522.6560609035356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.4606683160902,0.0,0.0,0.0,-188.59858410616832,-482.6694809656798,647.3681197928436,0.0,0.0,-84.12711563259852,84.12711563259852,0.0,0.0,0.0,0.0,109.15288322539803,0.0,0.0,558.3537939317008,0.0,8.844017377484455,0.0,-179.75456672868387,0.0,0.0,0.0,0.0,-3.126388037344441e-13,146.46931008722038,0.0,0.0,0.0,0.0,109.15288322539803,0.0,0.0,856.1860787059616,0.0,188.59858410616832,482.6694809656798,440.73216743341607,0.0,0.0,-7.090432391021952,-558.3537939317008,0.0,-655.7797937318503,-647.3681197928436,99.1138685839635,0.0,0.0,164.63591824828313,538.711566834816,0.0,-74.58443125853532,0.0,0.0,0.0,109.15288322539803,-109.15288322539803,-31.049176377660526,483.8874232121704,-31.049176377660526,-43.535254880874795,690.4779487302562,0.0,0.0,74.58443125853532,74.58443125853532,0.0,0.0,0.0,0.0,-774.6050643628547,0.0,0.0,0.0,0.0,0.0,774.6050643628547,0.8400000000000001,True,90,21.08326301037277,92.68675536460825,92.68675536460825,7.313244635391754
fluxes,0.0,0.0,-166.03071029091956,146.13078317638696,146.13078317638696,-166.03071029091956,0.0,108.90060383427607,0.0,0.0,100.0,874.1195860817097,34.50753484299833,-523.2233795810209,146.13078317638696,966.6584370980615,0.0,656.0394304382378,0.0,166.03071029091956,0.0,0.0,523.2233795810209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.2518592414663,0.0,0.0,0.0,-188.1626859919013,-483.32921854903077,647.6471979644215,0.0,0.0,-83.93267699862484,83.93267699862484,0.0,0.0,0.0,0.0,108.90060383427607,0.0,0.0,558.83860629248,0.0,8.823576659354673,0.0,-179.33910933254663,0.0,0.0,0.0,0.0,5.684341886080802e-14,146.13078317638696,0.0,0.0,0.0,0.0,108.90060383427607,0.0,0.0,857.7578332637854,0.0,188.1626859919013,483.32921854903077,441.4888325518956,0.0,0.0,-7.074044642814657,-558.83860629248,0.0,-656.0394304382378,-647.6471979644215,98.88479184609605,0.0,0.0,166.03071029091956,539.2417772551413,0.0,-74.41204813544161,0.0,0.0,0.0,108.90060383427607,-108.90060383427607,-30.977414028559604,482.76903933725765,-30.977414028559604,-43.43463410688201,690.6573893927336,0.0,0.0,74.41204813544161,74.41204813544161,0.0,0.0,0.0,0.0,-774.5900663913585,0.0,0.0,0.0,0.0,0.0,774.5900663913585,0.8400000000000001,True,100,21.030371634932635,92.7051020298045,92.7051020298045,7.294897970195507
fluxes,0.0,0.0,-167.42550233355593,145.7922562655537,145.7922562655537,-167.42550233355593,0.0,108.64832444315425,0.0,0.0,110.0,876.9880013430952,34.42759460784081,-523.7906982585071,145.7922562655537,967.9779122647642,0.0,656.2990671446258,0.0,167.42550233355593,0.0,0.0,523.7906982585071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0430501668429,0.0,0.0,0.0,-187.72678787763437,-483.9889561323821,647.9262761359998,0.0,0.0,-83.73823836465121,83.73823836465121,0.0,0.0,0.0,0.0,108.64832444315425,0.0,0.0,559.3234186532598,0.0,8.803135941224895,0.0,-178.92365193640947,0.0,0.0,0.0,0.0,1.1368683772161603e-13,145.7922562655537,0.0,0.0,0.0,0.0,108.64832444315425,0.0,0.0,859.32958782161,0.0,187.72678787763437,483.9889561323821,442.2454976703756,0.0,0.0,-7.057656894607366,-559.3234186532598,0.0,-656.2990671446258,-647.9262761359998,98.6557151082286,0.0,0.0,167.42550233355593,539.771987675467,0.0,-74.23966501234793,0.0,0.0,0.0,108.64832444315425,-108.64832444315425,-30.905651679458696,481.6506554623452,-30.905651679458696,-43.334013332889235,690.8368300552116,0.0,0.0,74.23966501234793,74.23966501234793,0.0,0.0,0.0,0.0,-774.5750684198629,0.0,0.0,0.0,0.0,0.0,774.5750684198629,0.8400000000000001,True,110,20.97750118970684,92.7234414348448,92.7234414348448,7.276558565155199
fluxes,0.0,0.0,-168.82029437619252,145.4537293547204,145.4537293547204,-168.82029437619252,0.0,108.39604505203239,0.0,0.0,120.0,879.856416604481,34.34765437268329,-524.3580169359929,145.4537293547204,969.2973874314671,0.0,656.5587038510138,0.0,168.82029437619252,0.0,0.0,524.3580169359929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.8342410922197,0.0,0.0,0.0,-187.29088976336743,-484.64869371573354,648.2053543075781,0.0,0.0,-83.54379973067756,83.54379973067756,0.0,0.0,0.0,0.0,108.39604505203239,0.0,0.0,559.8082310140395,0.0,8.782695223095116,0.0,-178.5081945402723,0.0,0.0,0.0,0.0,-8.952838470577262e-13,145.4537293547204,0.0,0.0,0.0,0.0,108.39604505203239,0.0,0.0,860.9013423794347,0.0,187.29088976336743,484.64869371573354,443.0021627888555,0.0,0.0,-7.041269146400073,-559.8082310140395,0.0,-656.5587038510138,-648.2053543075781,98.42663837036116,0.0,0.0,168.82029437619252,540.3021980957927,0.0,-74.06728188925425,0.0,0.0,0.0,108.39604505203239,-108.39604505203239,-30.83388933035779,480.53227158743283,-30.83388933035779,-43.23339255889646,691.0162707176896,0.0,0.0,74.06728188925425,74.06728188925425,0.0,0.0,0.0,0.0,-774.5600704483672,0.0,0.0,0.0,0.0,0.0,774.5600704483672,0.8400000000000001,True,120,20.92465166227408,92.74177358403772,92.74177358403772,7.258226415962284
fluxes,0.0,0.0,-170.2150864188289,145.11520244388709,145.11520244388709,-170.2150864188289,0.0,108.14376566091053,0.0,0.0,130.0,882.7248318658658,34.26771413752577,-524.9253356134782,145.11520244388709,970.6168625981694,0.0,656.8183405574015,0.0,170.2150864188289,0.0,0.0,524.9253356134782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.625432017596,0.0,0.0,0.0,-186.85499164910053,-485.3084312990847,648.4844324791561,0.0,0.0,-83.34936109670394,83.34936109670394,0.0,0.0,0.0,0.0,108.14376566091053,0.0,0.0,560.2930433748189,0.0,8.76225450496534,0.0,-178.09273714413519,0.0,0.0,0.0,0.0,4.831690603168681e-13,145.11520244388709,0.0,0.0,0.0,0.0,108.14376566091053,0.0,0.0,862.4730969372589,0.0,186.85499164910053,485.3084312990847,443.758827907335,0.0,0.0,-7.0248813981927825,-560.2930433748189,0.0,-656.8183405574015,-648.4844324791561,98.19756163249383,0.0,0.0,170.2150864188289,540.832408516118,0.0,-73.89489876616058,0.0,0.0,0.0,108.14376566091053,-108.14376566091053,-30.762126981256888,479.41388771252014,-30.762126981256888,-43.132771784903696,691.1957113801673,0.0,0.0,73.89489876616058,73.89489876616058,0.0,0.0,0.0,0.0,-774.5450724768713,0.0,0.0,0.0,0.0,0.0,774.5450724768713,0.8400000000000001,True,130,20.87182304022288,92.7600984816886,92.7600984816886,7.239901518311399
fluxes,0.0,0.0,-171.6098784614652,144.7766755330536,144.7766755330536,-171.6098784614652,0.0,107.89148626978856,0.0,0.0,140.0,885.5932471272504,34.187773902368214,-525.4926542909634,144.7766755330536,971.936337764871,0.0,657.0779772637889,0.0,171.6098784614652,0.0,0.0,525.4926542909634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.4166229429718,0.0,0.0,0.0,-186.4190935348334,-485.9681688824355,648.7635106507337,0.0,0.0,-83.15492246273021,83.15492246273021,0.0,0.0,0.0,0.0,107.89148626978856,0.0,0.0,560.777855735598,0.0,8.741813786835552,0.0,-177.67727974799783,0.0,0.0,0.0,0.0,3.836930773104541e-13,144.7766755330536,0.0,0.0,0.0,0.0,107.89148626978856,0.0,0.0,864.0448514950825,0.0,186.4190935348334,485.9681688824355,444.51549302581446,0.0,0.0,-7.008493649985484,-560.777855735598,0.0,-657.0779772637889,-648.7635106507337,97.96848489462639,0.0,0.0,171.6098784614652,541.3626189364431,0.0,-73.72251564306681,0.0,0.0,0.0,107.89148626978856,-107.89148626978856,-30.690364632155948,478.2955038376072,-30.690364632155948,-43.03215101091087,691.3751520426447,0.0,0.0,73.72251564306681,73.72251564306681,0.0,0.0,0.0,0.0,-774.5300745053748,0.0,0.0,0.0,0.0,0.0,774.5300745053748,0.8400000000000001,True,140,20.81901531115152,92.7784161320992,92.7784161320992,7.221583867900804
fluxes,0.0,0.0,-173.0046705041018,144.43814862222047,144.43814862222047,-173.0046705041018,0.0,107.6392068786668,0.0,0.0,150.0,888.4616623886368,34.107833667210734,-526.0599729684496,144.43814862222047,973.2558129315746,0.0,657.3376139701774,0.0,173.0046705041018,0.0,0.0,526.0599729684496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.2078138683493,0.0,0.0,0.0,-185.9831954205667,-486.6279064657873,649.0425888223125,0.0,0.0,-82.96048382875668,82.96048382875668,0.0,0.0,0.0,0.0,107.6392068786668,0.0,0.0,561.2626680963781,0.0,8.721373068705784,0.0,-177.2618223518609,0.0,0.0,0.0,0.0,6.110667527536862e-13,144.43814862222047,0.0,0.0,0.0,0.0,107.6392068786668,0.0,0.0,865.6166060529079,0.0,185.9831954205667,486.6279064657873,445.2721581442946,0.0,0.0,-6.9921059017782,-561.2626680963781,0.0,-657.3376139701774,-649.0425888223125,97.73940815675905,0.0,0.0,173.0046705041018,541.8928293567692,0.0,-73.55013251997323,0.0,0.0,0.0,107.6392068786668,-107.6392068786668,-30.61860228305508,477.1771199626951,-30.61860228305508,-42.93153023691816,691.5545927051231,0.0,0.0,73.55013251997323,73.55013251997323,0.0,0.0,0.0,0.0,-774.5150765338798,0.0,0.0,0.0,0.0,0.0,774.5150765338798,0.8400000000000001,True,150,20.766228462668163,92.79672653956791,92.79672653956791,7.2032734604320865
fluxes,0.0,0.0,-174.39946254673805,144.09962171138707,144.09962171138707,-174.39946254673805,0.0,107.38692748754488,0.0,0.0,160.0,891.3300776500215,34.0278934320532,-526.6272916459346,144.09962171138707,974.5752880982766,0.0,657.5972506765647,0.0,174.39946254673805,0.0,0.0,526.6272916459346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.9990047937251,0.0,0.0,0.0,-185.54729730629967,-487.2876440491383,649.3216669938904,0.0,0.0,-82.76604519478299,82.76604519478299,0.0,0.0,0.0,0.0,107.38692748754488,0.0,0.0,561.7474804571573,0.0,8.700932350576002,0.0,-176.84636495572366,0.0,0.0,0.0,0.0,1.4779288903810084e-12,144.09962171138707,0.0,0.0,0.0,0.0,107.38692748754488,0.0,0.0,867.1883606107317,0.0,185.54729730629967,487.2876440491383,446.0288232627739,0.0,0.0,-6.975718153570905,-561.7474804571573,0.0,-657.5972506765647,-649.3216669938904,97.51033141889172,0.0,0.0,174.39946254673805,542.4230397770942,0.0,-73.37774939687952,0.0,0.0,0.0,107.38692748754488,-107.38692748754488,-30.546839933954157,476.0587360877822,-30.546839933954157,-42.83090946292536,691.7340333676004,0.0,0.0,73.37774939687952,73.37774939687952,0.0,0.0,0.0,0.0,-774.5000785623835,0.0,0.0,0.0,0.0,0.0,774.5000785623835,0.8400000000000001,True,160,20.71346248239072,92.8150297083898,92.8150297083898,7.184970291610199
fluxes,0.0,0.0,-175.79425458937465,143.76109480055374,143.76109480055374,-175.79425458937465,0.0,107.134648096423,0.0,0.0,170.0,894.198492911407,33.947953196895675,-527.1946103234204,143.76109480055374,975.8947632649791,0.0,657.8568873829527,0.0,175.79425458937465,0.0,0.0,527.1946103234204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.7901957191018,0.0,0.0,0.0,-185.11139919203274,-487.94738163248957,649.6007451654687,0.0,0.0,-82.57160656080936,82.57160656080936,0.0,0.0,0.0,0.0,107.134648096423,0.0,0.0,562.2322928179369,0.0,8.680491632446223,0.0,-176.4309075595865,0.0,0.0,0.0,0.0,1.1368683772161603e-12,143.76109480055374,0.0,0.0,0.0,0.0,107.134648096423,0.0,0.0,868.7601151685561,0.0,185.11139919203274,487.94738163248957,446.78548838125374,0.0,0.0,-6.959330405363613,-562.2322928179369,0.0,-657.8568873829527,-649.6007451654687,97.28125468102428,0.0,0.0,175.79425458937465,542.9532501974198,0.0,-73.20536627378584,0.0,0.0,0.0,107.134648096423,-107.134648096423,-30.47507758485325,474.94035221286975,-30.47507758485325,-42.73028868893259,691.9134740300783,0.0,0.0,73.20536627378584,73.20536627378584,0.0,0.0,0.0,0.0,-774.4850805908877,0.0,0.0,0.0,0.0,0.0,774.4850805908877,0.8400000000000001,True,170,20.660717357946897,92.8333256428565,92.8333256428565,7.166674357143506
fluxes,0.0,0.0,-177.18904663201118,143.42256788972037,143.42256788972037,-177.18904663201118,0.0,106.88236870530108,0.0,0.0,180.0,897.0669081727922,33.86801296173814,-527.7619290009061,143.42256788972037,977.2142384316816,0.0,658.1165240893405,0.0,177.18904663201118,0.0,0.0,527.7619290009061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.5813866444784,0.0,0.0,0.0,-184.6755010777657,-488.6071192158408,649.8798233370467,0.0,0.0,-82.37716792683568,82.37716792683568,0.0,0.0,0.0,0.0,106.88236870530108,0.0,0.0,562.7171051787166,0.0,8.660050914316441,0.0,-176.01545016344926,0.0,0.0,0.0,0.0,8.526512829121202e-13,143.42256788972037,0.0,0.0,0.0,0.0,106.88236870530108,0.0,0.0,870.3318697263805,0.0,184.6755010777657,488.6071192158408,447.5421534997336,0.0,0.0,-6.942942657156318,-562.7171051787166,0.0,-658.1165240893405,-649.8798233370467,97.05217794315683,0.0,0.0,177.18904663201118,543.4834606177454,0.0,-73.03298315069212,0.0,0.0,0.0,106.88236870530108,-106.88236870530108,-30.403315235752327,473.82196833795723,-30.403315235752327,-42.6296679149398,692.0929146925562,0.0,0.0,73.03298315069212,73.03298315069212,0.0,0.0,0.0,0.0,-774.4700826193919,0.0,0.0,0.0,0.0,0.0,774.4700826193919,0.8400000000000001,True,180,20.607993076974193,92.8516143472562,92.8516143472562,7.148385652743798
fluxes,0.0,0.0,-178.58383867464764,143.08404097888712,143.08404097888712,-178.58383867464764,0.0,106.63008931417929,0.0,0.0,190.0,899.935323434178,33.788072726580616,-528.3292476783924,143.08404097888712,978.5337135983846,0.0,658.3761607957288,0.0,178.58383867464764,0.0,0.0,528.3292476783924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.3725775698553,0.0,0.0,0.0,-184.23960296349875,-489.2668567991923,650.1589015086251,0.0,0.0,-82.18272929286204,82.18272929286204,0.0,0.0,0.0,0.0,106.63008931417929,0.0,0.0,563.2019175394964,0.0,8.639610196186663,0.0,-175.5999927673121,0.0,0.0,0.0,0.0,-3.126388037344441e-13,143.08404097888712,0.0,0.0,0.0,0.0,106.63008931417929,0.0,0.0,871.9036242842053,0.0,184.23960296349875,489.2668567991923,448.2988186182138,0.0,0.0,-6.926554908949026,-563.2019175394964,0.0,-658.3761607957288,-650.1589015086251,96.82310120528939,0.0,0.0,178.58383867464764,544.0136710380714,0.0,-72.86060002759844,0.0,0.0,0.0,106.63008931417929,-106.63008931417929,-30.33155288665142,472.70358446304493,-30.33155288665142,-42.52904714094703,692.2723553550344,0.0,0.0,72.86060002759844,72.86060002759844,0.0,0.0,0.0,0.0,-774.4550846478965,0.0,0.0,0.0,0.0,0.0,774.4550846478965,0.8400000000000001,True,190,20.555289627119883,92.86989582587384,92.86989582587384,7.13010417412616
fluxes,0.0,0.0,-179.97863071728398,142.7455140680538,142.7455140680538,-179.97863071728398,0.0,106.37780992305743,0.0,0.0,200.0,902.8037386955634,33.7081324914231,-528.8965663558777,142.7455140680538,979.853188765087,0.0,658.6357975021165,0.0,179.97863071728398,0.0,0.0,528.8965663558777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.1637684952316,0.0,0.0,0.0,-183.80370484923188,-489.9265943825435,650.4379796802031,0.0,0.0,-81.98829065888842,81.98829065888842,0.0,0.0,0.0,0.0,106.37780992305743,0.0,0.0,563.6867299002759,0.0,8.619169478056886,0.0,-175.184535371175,0.0,0.0,0.0,0.0,3.836930773104541e-13,142.7455140680538,0.0,0.0,0.0,0.0,106.37780992305743,0.0,0.0,873.4753788420296,0.0,183.80370484923188,489.9265943825435,449.0554837366933,0.0,0.0,-6.910167160741735,-563.6867299002759,0.0,-658.6357975021165,-650.4379796802031,96.59402446742206,0.0,0.0,179.97863071728398,544.5438814583966,0.0,-72.68821690450477,0.0,0.0,0.0,106.37780992305743,-106.37780992305743,-30.25979053755052,471.58520058813224,-30.25979053755052,-42.42842636695426,692.451796017512,0.0,0.0,72.68821690450477,72.68821690450477,0.0,0.0,0.0,0.0,-774.4400866764005,0.0,0.0,0.0,0.0,0.0,774.4400866764005,0.8400000000000001,True,200,20.502606996040992,92.8881700829908,92.8881700829908,7.111829917009203
fluxes,0.0,0.0,-181.3734227599204,142.4069871572204,142.4069871572204,-181.3734227599204,0.0,106.12553053193551,0.0,0.0,210.0,905.6721539569487,33.62819225626555,-529.4638850333633,142.4069871572204,981.1726639317892,0.0,658.895434208504,0.0,181.3734227599204,0.0,0.0,529.4638850333633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.9549594206078,0.0,0.0,0.0,-183.36780673496477,-490.5863319658946,650.7170578517811,0.0,0.0,-81.7938520249147,81.7938520249147,0.0,0.0,0.0,0.0,106.12553053193551,0.0,0.0,564.1715422610552,0.0,8.5987287599271,0.0,-174.76907797503767,0.0,0.0,0.0,0.0,-6.821210263296962e-13,142.4069871572204,0.0,0.0,0.0,0.0,106.12553053193551,0.0,0.0,875.0471333998537,0.0,183.36780673496477,490.5863319658946,449.81214885517295,0.0,0.0,-6.893779412534437,-564.1715422610552,0.0,-658.895434208504,-650.7170578517811,96.3649477295545,0.0,0.0,181.3734227599204,545.074091878722,0.0,-72.51583378141103,0.0,0.0,0.0,106.12553053193551,-106.12553053193551,-30.188028188449586,470.4668167132195,-30.188028188449586,-42.327805592961454,692.6312366799896,0.0,0.0,72.51583378141103,72.51583378141103,0.0,0.0,0.0,0.0,-774.4250887049043,0.0,0.0,0.0,0.0,0.0,774.4250887049043,0.8400000000000001,True,210,20.44994517140427,92.9064371228852,92.9064371228852,7.093562877114806
fluxes,0.0,0.0,-182.76821480255677,142.06846024638696,142.06846024638696,-182.76821480255677,0.0,105.87325114081352,0.0,0.0,220.0,908.5405692183334,33.54825202110801,-530.0312037108482,142.06846024638696,982.4921390984911,0.0,659.1550709148914,0.0,182.76821480255677,0.0,0.0,530.0312037108482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.7461503459838,0.0,0.0,0.0,-182.93190862069778,-491.24606954924553,650.9961360233588,0.0,0.0,-81.59941339094102,81.59941339094102,0.0,0.0,0.0,0.0,105.87325114081352,0.0,0.0,564.6563546218343,0.0,8.578288041797318,0.0,-174.35362057890046,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,142.06846024638696,0.0,0.0,0.0,0.0,105.87325114081352,0.0,0.0,876.6188879576775,0.0,182.93190862069778,491.24606954924553,450.56881397365225,0.0,0.0,-6.877391664327142,-564.6563546218343,0.0,-659.1550709148914,-650.9961360233588,96.13587099168717,0.0,0.0,182.76821480255677,545.604302299047,0.0,-72.34345065831732,0.0,0.0,0.0,105.87325114081352,-105.87325114081352,-30.116265839348664,469.34843283830656,-30.116265839348664,-42.22718481896866,692.810677342467,0.0,0.0,72.34345065831732,72.34345065831732,0.0,0.0,0.0,0.0,-774.410090733408,0.0,0.0,0.0,0.0,0.0,774.410090733408,0.8400000000000001,True,220,20.397304140886245,92.92469694983171,92.92469694983171,7.075303050168287
