,time_s,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,LS/AGFP,LS/AGFP,LS/AGFP,LS/AGFP,LS/AGFP,LS/AGFP,LS/AGFP,LS/AGFP,K/AGFP,K/AGFP,K/AGFP,K/AGFP,K/AGFP,K/AGFP,K/AGFP,K/AGFP
0,0.0,0.058699999999999995,0.04412,0.044079999999999994,0.0505,0.04651999999999999,0.05214,0.045799999999999993,0.045880000000000004,0.06856,0.05253999999999999,0.065,0.05754,0.0463,0.05316,0.04834,0.04808,0.05316,0.05906,0.05122,0.05312,0.0514,0.0516,0.05556,0.05482,0.052000000000000005,0.05292,0.05349999999999999,0.054580000000000004,0.052180000000000004,0.05552,0.05669999999999999,0.05946
1,1897.75,0.0646,0.044840000000000005,0.04431999999999999,0.053759999999999995,0.04802,0.054299999999999994,0.0464,0.04666,0.07248,0.05654,0.07205999999999999,0.06282,0.046540000000000005,0.05452,0.049519999999999995,0.048780000000000004,0.053099999999999994,0.06322,0.052140000000000006,0.054680000000000006,0.051859999999999996,0.05226000000000001,0.05693999999999999,0.05696,0.05222,0.053739999999999996,0.05638,0.05790000000000001,0.05398000000000001,0.057440000000000005,0.05942000000000001,0.06576
2,3795.547,0.06694,0.045079999999999995,0.04443999999999999,0.05650000000000001,0.048620000000000003,0.05534,0.046380000000000005,0.046919999999999996,0.0738,0.058179999999999996,0.07447999999999999,0.0665,0.04726,0.05616,0.05018,0.0495,0.05364,0.0656,0.052480000000000006,0.055700000000000006,0.05222,0.0529,0.05752,0.05856,0.052680000000000005,0.055700000000000006,0.057800000000000004,0.06028,0.05482,0.06104,0.060899999999999996,0.07196
3,5693.461,0.06838,0.04515999999999999,0.04438,0.057479999999999996,0.04904000000000001,0.05604,0.0465,0.04678,0.07450000000000001,0.059719999999999995,0.07594000000000001,0.06704,0.04718,0.055279999999999996,0.05018,0.04912,0.054279999999999995,0.06716000000000001,0.05286,0.055979999999999995,0.0526,0.05312,0.05796,0.058539999999999995,0.05256000000000001,0.05567999999999999,0.05948,0.0624,0.05833999999999999,0.06366000000000001,0.06232,0.07225999999999999
4,7591.125,0.07006,0.04542,0.04452,0.05876,0.0494,0.056620000000000004,0.04662000000000001,0.047040000000000005,0.07464000000000001,0.06100000000000001,0.0784,0.06858,0.04654,0.05556,0.05073999999999999,0.04924,0.05464,0.06936,0.05322,0.05656000000000001,0.0528,0.05374000000000001,0.05828,0.06026,0.053160000000000006,0.05722000000000001,0.0596,0.0665,0.06008,0.06295999999999999,0.062,0.08121999999999999
5,9488.875,0.07128,0.0454,0.044399999999999995,0.058699999999999995,0.04958,0.05716,0.046299999999999994,0.04682000000000001,0.07505999999999999,0.06204,0.07854000000000001,0.06884,0.046380000000000005,0.05536,0.0507,0.04922,0.05506,0.07042000000000001,0.05346000000000001,0.056479999999999995,0.05294,0.05392,0.05858,0.06026,0.053279999999999994,0.05741999999999999,0.0607,0.06882,0.05758,0.062240000000000004,0.06332,0.07578
6,11386.782,0.07205999999999999,0.045419999999999995,0.04444,0.05906,0.04984000000000001,0.05714,0.04651999999999999,0.04672,0.0749,0.06292,0.08084,0.0698,0.04724,0.05616,0.05132,0.049640000000000004,0.0553,0.07096,0.0538,0.05678000000000001,0.05334000000000001,0.054459999999999995,0.058940000000000006,0.060640000000000006,0.05344,0.05793999999999999,0.06178,0.06702,0.058640000000000005,0.06548000000000001,0.063,0.08253999999999999
7,13284.654,0.07289999999999999,0.0456,0.044539999999999996,0.059160000000000004,0.05008,0.05776,0.04654,0.04708,0.07498,0.0634,0.08130000000000001,0.07116,0.0472,0.05626,0.052000000000000005,0.050519999999999995,0.055720000000000006,0.07176,0.05406,0.05682,0.053559999999999997,0.054680000000000006,0.05911999999999999,0.06097999999999999,0.05354,0.06772,0.06326,0.0699,0.058440000000000006,0.06502,0.0643,0.08084
8,15182.435,0.0732,0.04572,0.0445,0.059779999999999986,0.0501,0.057479999999999996,0.046560000000000004,0.04695999999999999,0.07454,0.0638,0.0813,0.07227999999999998,0.0479,0.05696,0.05166,0.0505,0.056100000000000004,0.07256,0.054400000000000004,0.05682,0.05378000000000001,0.05511999999999999,0.059320000000000005,0.061739999999999996,0.054380000000000005,0.0712,0.06452,0.07062,0.06344,0.06987999999999998,0.06432,0.08362
9,17080.083,0.07346,0.04562000000000001,0.0444,0.06017999999999999,0.0505,0.05786,0.04648,0.04686,0.07400000000000001,0.06462,0.08175999999999999,0.07246,0.04784,0.05654,0.05234,0.04956000000000001,0.05624,0.07243999999999999,0.05462,0.0568,0.05417999999999999,0.05516,0.05954,0.061939999999999995,0.054180000000000006,0.0748,0.06656,0.07112,0.061160000000000006,0.0705,0.06594,0.0836
